sample_id,unit_id,unit_type,stratum,text,text_sha256
training-20260915-s1,33118666:p00225,paragraph,near|cybersecurity,"(a) capacity building of the national CERT and the Security Operations Center (SOC); (b) upgrading of the national CERT's forensics lab with mobile kits and malware analysis capabilities; (c) capacity building for regular penetration tests, cyber risk analyses, and security assessments of relevant agencies; (d) provision of systems and software to enable threat intelligence, incident handling and response, as well as a threat sharing platform, incident response platforms for sub-sector CERTs, and a test lab and sensors on Critical Information Infrastructure Protection networks; (e) external audits, vulnerability, and penetration testing;",4d8061c8b14d520aa7123f456cbf444a44560d1ba44bea67a2deeae8b7dee93c
training-20260915-s1,33118666:p00226,paragraph,near|cybersecurity,"(f) technical capacity building for priority institutions in key sectors to reach ISO 27001 Information Security Management System (ISMS) controls or similar certifications; (g) upgrading of cybersecurity infrastructure and systems in priority MDAs; (h) cyber drills for CNII and testing of Business and Disaster Continuity Plan with attack simulations; and (i) tools to support secure remote access by users, including on their personal devices, during the COVID-19 pandemic.",f2930188fe1ccc465a1c9b150cfbd093b25bb6f8f984ebd3e795cdbb1ae33f55
training-20260915-s1,33118666:p00236,paragraph,near|data_hosting,"b) Data center hosting. This activity will seek to ensure compliance with the requirements for secure refugee data hosting in a reliable data center facility to provide for data backup and disaster recovery. To that effect, it will finance dedicated servers and other equipment (such as cooling) to be located in a new data center with controlled access (component 1), as well as support data backup requirements by making arrangements for refugee data hosting in the existing data center facilities.",43edfe4e17792e7b5d2f737ff846a61051d9ea1d6fa05363cd8b57a11e0ec928
training-20260915-s1,33118666:p00509,paragraph,near|data_hosting,c. Data Center Infrastructure. Increasing digital data hosting and storage capacity and removing bottlenecks in the Government Service delivery Platforms to ensure the ability to quickly launch e-services during COVID-19 and any future health pandemics.,99bc01b9a8ea8838d9ecac58d826e3d42d151f4d26fbf91b3cdd82195aad02fd
training-20260915-s1,33191006:p00157,paragraph,near|dpi,Interoperability of public digital platforms,43776f5769f98acc9bb0ef9e4da07dcda2cf6c74f8d1fab5d0296a89fa6c6db0
training-20260915-s1,33191006:p00174,paragraph,near|dpi,"28. While the project is focused on digital government in the first instance, the foundational platforms will also support the development of the digital economy overall by increasing trust in private-sector service offerings. The legal ID systems as well as cybersecurity and interoperability platforms will directly facilitate the development and expansion of access to various private-sector services, in particular in the financial and telecommunications sectors.",6d6ad60b57dbc8812771b10d052f562f024d575b3924c4a23eeae72e862b38ac
training-20260915-s1,33191006:p00205,paragraph,near|cybersecurity,"42. The sub-component will design and implement cybersecurity capabilities to protect digitalized legal ID systems as well as other e-government initiatives in addition to building overall government cybersecurity capacity. This sub- component will include the design of the required cybersecurity operational architecture for the protection of legal ID systems and government e-services in concert with the competent authority designated in the cybersecurity legislation. The architecture could include security center deployment, prevention measures to be taken, standards and technical solutions to be applied and supporting capacity building activities. A reinforcement of these basic cybersecurity prevention, response and mitigation capabilities of the envisioned SOC and more training activities should provide adequate level of protection and could significantly mitigate the risk. Specifically, the sub-component will finance (i) TA to design a cybersecurity architecture to protect core e-government systems financed under the project, including security standards and requirements; (ii) TA to operationalize core features of the cybersecurity architecture, including a dedicated security operation center with core capabilities, or Core SOC (C-SOC) to monitor and response to cyber threats; (iii) capacity building and training of staff involved in implementation and compliance of the cybersecurity framework, from relevant ministries and agencies, such as MCDE and ANINF, including initial operations and subsequent knowledge transfer for the C-SOC; (iv) the acquisition of relevant ICT equipment as per the required operational C-SOC architecture to allow operation for the project period; and (v) non-ICT equipment and refurbishment of existing facility to allow C-SOC operationalization.",e7cd5c38d114a0a1b15cc31c5aff28ef903dc308190b843d2f5f4f8bcb18363f
training-20260915-s1,33345981:p00263,paragraph,near|submarine_cable,"68. Terrestrial fiber optic access networks will be rolled out on Majuro and Ebeye. The new FTTP infrastructure will remove the bottlenecks between the existing international submarine cables that land in Ebeye and Majuro (via HANTRU-1) and users. Upgrades or replacement of the current 4G LTE mobile network will also be completed. The intention is to deliver on the potential of the existing international cables for all internet users in Ebeye and Majuro. The new investments will allow the older copper telephone, pay television and internet networks to be turned off, saving energy and freeing up buildings and land. High quality, low cost services will allow entertainment to be delivered online. High quality internet will allow streaming of locally produced content and information and content from around the world.",7804d8b9a3b65c1e82c1a285c641e5add4bebdaa3fd887330b2cace1a92a38f4
training-20260915-s1,33345981:p00266,paragraph,near|submarine_cable,International Fiber Cable to Guam Multiple 100 Gbps,1d17202229f6aa62e7214b66a299426f65eb6756236d9fad1807b3d62139cd6d
training-20260915-s1,33345981:p00274,paragraph,near|mobile_towers,High level end to end satellite and 4G mobile diagram. The combination of satellite to connect the island and mobile radio to share the satellite capacity across the island can deliver quickly and with low installation costs compared to building submarine fiber cables to each island.,17691ac31b458b9589b1b8d06e1da9e34805e04de95f3d3fec73828d28f95784
training-20260915-s1,33345981:p00278,paragraph,near|fiber|submarine_cable,"72. The private operator will be responsible for rolling out FTTP services for all users (government, business and homes) on Majuro and Ebeye. The private operator will do this on behalf of InfraCo and the FTTP network (including core fiber optic network and drops to individual premises) will be transferred to InfraCo at the end of the PPP build period. The final connections delivering retail services for end users (government, business and homes) will be done by the service providers, initially the private operator and at the end of the exclusivity period, any ISPs who enter the market. These service providers will be responsible for customer relations, customer service, etc., and will access the wholesale fiber services from InfraCo on an open access and non-discriminatory basis which ensures that every service provider is treated equitably. The network topology of the passive infrastructure will consist primarily of underground fiber optic cable. Some aerial fiber optic cable and cabinets will be utilized to connect the drop cables to the correct service provider.",1948e9396319c629d6211c2f7e2fbb329b31b919314c67024b541f5aa504794e
training-20260915-s1,33421881:p00170,paragraph,near|cybersecurity,"39. Component 1.2 will also support enhanced cybersecurity of critical government networks, infrastructure, and information systems, and strengthen data protection and privacy environment to promote trust in digital public services and commercial transactions. This will include: (i) adopting a cybersecurity policy, strategy and action plan, defining auditable compliance frameworks for public agencies, and strengthening INTIC and INAGE's mandate and capacity - the agencies supporting government cybersecurity; (ii) reviewing and reforming the existing cybersecurity, cybercrime and data protection legal and governance framework; (iii) operationalizing a government Computer Emergency Response Team (CSIRT) with a Security Operations Center (SOC) to protect the government sector (in particular critical infrastructure assets); (iv) augmenting the National CSIRT's technical and operational capacity, including for incident response; (iv) adoption and operationalizing the legislation with the creation of a fully functional Data Protection Office (DPO); (v) conducting an awareness raising and capacity building program on cybersecurity and data protection delivered for agencies owning critical national infrastructure and for local digital SMEs in coordination with component 3; and (vi) maximizing the cybersecurity-by-design for digital infrastructure supported under the project. Component 2 - Enablers: Identification Systems and Digital Services (US$70 million equivalent)",b6831b586886c04dd964ae5a142e9da2713e637c6517e2ca6b0bb9dbb61fbbad
training-20260915-s1,33602788:p00151,paragraph,near|access_connectivity,"9. Low smart devices ownership and digital literacy26 represent major barriers to digital access and inclusion. While a majority (67 percent) of households own a mobile device, these are predominately basic feature phones and not broadband-compatible smart devices.33 Affordability is identified as the main barrier to wider devices access, with close to 80 percent of the Rwandan adult population (6 million, aged 16-64) currently unable to purchase a US$30 smartphone based on current income and affordability benchmarks. 34 Meanwhile, high credit risk prevents a private sector-driven solution to the affordability challenge. 35 National digital literacy stands at only 20 percent36, whereas reported computer literacy is only 9 percent. The GoR has sought to address this issue by piloting flagship digital literacy schemes such as the Digital Ambassadors Program (DAP)37, and digital education initiatives such as smart classrooms in school.38 However, gaps remain: these schemes lack national coverage and need to be adapted to segmented user- groups with distinct training needs, including for women, people with disability and rural communities. Gaps",8b12af00234d5a4e7677937cbe4ac68946552d66b1950112fc87a1043af6e3d5
training-20260915-s1,33602788:p00206,paragraph,near|access_connectivity,"33. This component will increase digital access and inclusion through investment in digital access enablers, focusing on under-served areas and groups. A series of interventions that address identified demand-side barriers hampering access to high-speed internet service will be financed. This includes support for smart device affordability financing schemes, an umbrella digital literacy initiative, as well as a local connectivity",f614e4df9ca698f3d10647511706010adde2715695dc38eb712862e1831a1dcd
training-20260915-s1,33602788:p00240,paragraph,near|drm_ews,"meteorological, mapping and disaster preparedness agencies.",b9fca1369a7b4246b5747279134e2842052276c8b57cb2e39d1ded2dcb50217d
training-20260915-s1,33602788:p00249,paragraph,near|cybersecurity,"42. This sub-component will strengthen the GoR's capacity to mitigate risks associated with the expansion of digital public services by enhancing its capabilities to detect, prevent, respond, mitigate, and recover from cybersecurity attacks as well as manage data protection. It will support the development of a robust enabling environment through strengthened cybersecurity institutional and policy frameworks, technical and operational capabilities, as well as cyber skills development for a trusted online transactions environment and the security and resilience of digital infrastructure and systems. It will also lay the foundations for safeguarding data protection in compliance with forthcoming legislation passed by Parliament, by supporting the establishment and operationalization of a Data Protection Office (DPO). Key activities to be financed include:",c3a00e815e3375babbaf20ecb37ca7fb64d80bda9bba72f21244ec7deee5f0d7
training-20260915-s1,33602788:p00500,paragraph,near|cybersecurity,"(a) Strengthened cybersecurity operational capacity, which will feature support for (i) the development of institutional and policy frameworks for the newly established NCSA and existing Rw-CSIRT, including the development of strategies, work and action plans, as well as standard operating procedures; (ii) technical and operational capabilities, featuring hardware, software, platforms, and systems for the NCSA and technical upgrades for the national CSIRT and the Security Operations Center to support the management of key operational and technical functions; (iii) capacity building and awareness raising programs, including training for key stakeholders and facilitation of cybersecurity professional certifications, and (iv) support for international partnerships and collaboration with other cybersecurity agencies, CSIRTs or relevant associations, including support for staff exchanges.",6716a894537e5d89a6448287cd8ced36c74868231ea84896a08a0e7ac7b0e5fe
training-20260915-s1,33706639:p00194,paragraph,near|drm_ews,"(e) The development of an action plan for improving the resilience of digital networks (that is, ensuring they are built according to resilience international standards and norms) and digital services to support post-disaster recovery and emergency communications, including the creation of a master Geographic Information System (GIS) infrastructure system, a GIS data recovery system, and an early warning system supported by mobile operators and internet service providers. The plan will be aligned with the GoC's overall disaster risk management (DRM) strategy and include action plans to improve post-disaster recovery and emergency communications and implementation of infrastructure disaster response and recovery drills in partnership with the GoC and the private sector.",775dd73b510de6971d425228cb34ead901a4b0b0e7c7b2f2e4ac4956654c789c
training-20260915-s1,33706639:p00234,paragraph,near|mobile_towers,"(d) Open and transparent tendering process. It is expected that bidders will be primarily national telecom network operators. However, specialist tower operators (towercos) may also bid to provide the passive infrastructure, and there may be scope for innovative technology models.",f8aa184abf1fedbdbd65908d7ba51832f569b5febcda04c5fe35ee2dcbe11a56
training-20260915-s1,33706639:p00248,paragraph,near|access_connectivity,"40. This subcomponent will finance interventions that seek to increase the demand for broadband services in the targeted areas and beyond. Supply-side interventions and network infrastructure alone will not drive broadband adoption to scale. As noted in the Connecting Humanity report,73 ""in Sub-Saharan Africa, around 80 percent of those covered by a 4G network are not connected because of the lack of affordable access,74 limited relevant content and the skills to benefit from Internet access. Such realities disclose economic and social disparities that affect the rate of adoption, use, and ultimately the opportunity to benefit from broadband access."" Therefore, it is imperative to focus on and invest in complementary initiatives that stimulate demand for broadband services, with a special focus on closing the digital gender divide.",5911cb8a1d60a9a8c0d1df666ce12706fe9eaccbb8d784f232379697cfc9f6cf
training-20260915-s1,33706639:p00261,paragraph,near|drm_ews,"(a) Digital information system for agropastoral statistics in Cameroon. This activity will focus on the implementation of a digital system for the collection, reporting, centralization, processing, and dissemination of agropastoral statistical data that would allow the collection of a large amount of national data and its quick and easy repatriation through the internet on a dedicated server and the dissemination of this statistical information in real time on a web platform designed for this purpose. This data system will register and map a large proportion of the population vulnerable to climate variability, and that data will be used to provide timely and predictable disaster information to deliver early warning and preparedness to agro-pastoral communities. This early warning system will contribute to climate adaptation outcomes through improved traceability and resilience. It will also help curb GHG emissions from the livestock industry through optimized energy consumption, transport, and reduced losses and response costs.",343843607fc300f9ab064485e2e5c8f28e937f1e4f2ee046e9d4c9308e1e4a5d
training-20260915-s1,33706639:p00296,paragraph,near|access_connectivity,"(a) End users of digital services in target areas. The proposed project targets areas where access to digital services and the adoption of broadband are lagging. Rural dwellers—including the youth, women, and people with disabilities—will benefit from access to affordable broadband internet and will be able to procure mobile handsets through subsidies and/or payment facilities. In addition, they will benefit from digital literacy training programs and will be able to access public services more efficiently through online platforms, as well as to consume online content and services tailored to rural communities. The project will also ensure equitable participation of marginalized or vulnerable groups in entrepreneurial activities and digital skills training programs by alleviating constraints such as financing, care, access, and transportation. Gender- and location-disaggregated data on connectivity will also be recorded to monitor and track progress on key parameters of digital inclusion.",7628fa3bbd584db508f26fb67bb08b6aecfb168678bf17cd6bcdc5c0b2c1f8c9
training-20260915-s1,33706639:p00324,paragraph,near|access_connectivity,"65. While focused in terms of socioeconomic sectors addressed, the approach still must be comprehensive on both the supply and demand sides. The project draws on the World Bank's vast experience in digital infrastructure investments and telecom market reform, as well as on a growing body of industry research around factors that affect digital access. Building on an analysis of Cameroon's broadband value chain, including gaps in the enabling environment and bottlenecks on the supply and demand sides, the project's design reflects lessons learned from many other countries that point to the need for a comprehensive intervention that tackles all digital access barriers: the legal and regulatory framework, broadband connectivity, affordable mobile devices and data packages, digital literacy, and the availability of relevant content. Areas financed by the project such as device affordability will draw on research conducted with partners, such as GSMA, Facebook Connectivity, and A4AI; smartphone subsidy schemes used in Ghana, Columbia, and Malaysia;86 and asset-backed guarantee schemes for smartphones trialed in Argentina,87 Pakistan,88 and India.",316dd5aa61cb23c7900de9a3b5bc4e913784aaec24020ee9b0397df744218bd9
training-20260915-s1,33706639:p00426,paragraph,near|drm_ews,"(f) Investing in digital systems to register and map agropastoral communities vulnerable to climate variability, and thus facilitate timely and predictable disaster information to deliver early warning and preparedness inputs (Component 3).",4bf749d7ade63e62f1ffe36e5c03d407a15d8c9cadd10732fa0360ba54213526
training-20260915-s1,33706639:p00538,paragraph,random,"24. The recipient shall publish the Specific Procurement Notices (SPNs) for all goods, works, non- consulting services, and the Requests for Expressions of Interest on their free-access websites, if available, in at least one newspaper of national circulation in the recipient's country and in the official gazette. For open international procurement selection of consultants using an international short list, the recipient shall also publish the SPN in UNDB online and, if possible, in an international newspaper of wide circulation, and the World Bank also arranges for the simultaneous publication of the SPN on its external website.",f83658ce18cec423f981243ba7ed73af8a9c8d630284e9399a28151d7f37c8b1
training-20260915-s1,33753850:p00164,paragraph,near|dpi,"Building block 3: Digital government infrastructure, shared systems, and platforms",598a861d4a4584507e78817c964c3fb7f397d8430e1217473714796b38acfa28
training-20260915-s1,33753850:p00253,paragraph,random,45. The project will support:,4cc55738f59119e00982259e12419a546cbdcfb65fadae3fbfc95e5b6f9b1e97
training-20260915-s1,33753850:p00267,paragraph,near|data_hosting,"national data governance, including hosting; (v) TA to strengthen the currently under construction data centers by the MFB and MDEPT to ensure that they are green (e.g., ensuring energy efficiency utilizing renewable sources of energy including solar power), resilient, and secure for hosting sensitive data.",3148b63dd828dbadb152a130360d495b43b3f2c1f02d34b73c63fa9af84e7861
training-20260915-s1,33753850:p00331,paragraph,near|drm_ews,"83. Reduced costs arising from natural disasters, pandemics, and other emergencies . The project's support for the development of early warning systems and delivery of emergency response and post-disaster information to communities affected by climate change and other disasters will enable the government to more rapidly reach people affected by a natural disasters, pandemics, or other emergencies. Timely warnings of an impending storm will enable people to move to safe areas. Rapidly reaching people trapped by a natural disaster will save lives and prevent injuries. Quickly reaching people with information on how to stay safe during a pandemic will save lives and promote well-being.",642c0fbe67ebb3196808130edd5792ac35b2818cb93f07ea0f7cf5106609a2b2
training-20260915-s1,33786588:p00205,paragraph,near|mobile_towers,"27. Purpose: PBC#1 will encourage cross-sectoral coordination among regulatory authorities, infrastructure owners, and private telecommunications operators to deploy new telecommunications infrastructure. Simplified administrative procedures and requirements for deployment of passive network elements (poles, ducts, conduits, shelters, power, and equipment rooms) will lower the costs of telecommunications network deployment while significantly reducing the risk of fiber optic cuts during civil projects. 44 Regulatory guidelines for sharing passive infrastructure will increase the ability of regulatory bodies of different infrastructure sectors, including roadways, railways, water and sewer systems, and electricity transmission and distribution systems, to implement consistent regulatory processes and standards for all sector participants.",ab22d46656d20a3eec71e5a9c9bd2b24414bab5dde85f83fc0c947d358bf4857
training-20260915-s1,33812956:p00152,paragraph,near|dpi,"16. Significant efforts will be needed to establish critical foundations and platforms to deliver prioritized digital services to businesses, citizens and residents. Most government transactional services, such as birth, marriage, and death registration, registering a business, or paying taxes, are still manual and paper based. Kiribati's Digital Government Master Plan (2021), 14 supported through the WB-financed Kiribati Connectivity Project (P159632), lays out basic foundations and potential quick-wins for digital government. The Master Plan envisages a high-level digital transformation process beginning with digitalization of business processes in government agencies, data sharing between government agencies following the single data collection (""once-only"") principle, 15 building e-services for citizens and optimizing digital government processes. The Plan identifies the main enablers of an integrated digital government, which include digital services to citizens, interoperability and secure data exchange, digital identity and trust infrastructure, base registers, and metadata management of government systems. A ""whole of government"" approach is proposed to establish common standards and provide access to shared services across all arms of government.",16dd67a2d96649a80343a85d969bcf566527a94806986392c8362a783c8ebc17
training-20260915-s1,33812956:p00189,paragraph,near|cybersecurity,"d. Subcomponent 1.4. Cyber Security Program. This supports TA and capacity building for the development of operational and administrative standards, assurance, monitoring, audit, and Cyber-Security Emergency Response Team (CERT) capabilities. Engagement of a specialist early in the implementation stage is envisaged to inform the structure and operationalization of the CERT as well as establish a Cyber Security Program to pursue relevant industry certification. The Cyber Security Program will include comprehensive security training and awareness programs for all government users, government IT and security professionals, management, citizens, and private sector stakeholders.",516e9d5e5df5feec480bee150e63f9e1de4c7c7c1f714e971a75205676ab6600
training-20260915-s1,33812956:p00194,paragraph,near|data_hosting,"This subcomponent will consider and evaluate alternative data center or cloud computing ownership models, and support the implementation of these, taking into consideration climate change impacts, disaster risks security, resource management, operational and capital cost of operations, continuity of operations, and total cost of ownership. Remote and local data center options will be analyzed, considering areas that are not vulnerable to extreme weather events, and to promote compatibility and interoperability with existing and proposed digital platforms and solutions, as well as compliance with energy efficiency certifications as outlined in the roadmap. Improved network coverage and enhanced network resiliency will be leveraged to develop and roll out early warning systems as part of a range of informational digital services to help mitigate against and to respond to climate-related disasters. The subcomponent will additionally support the development of a business continuity plan encompassing hardware and software-related measures, as well as workflows to ensure that human resources are available and adequately trained to ensure continuity of service provision in the event of an emergency or climate disaster.",99ceb3edeb7646b6bfc2851eaa420f5578f2c58dfa8be8087d94e200b6ae2ee1
training-20260915-s1,33812956:p00195,paragraph,near|drm_ews,"(ii) Government core systems, such as unified communications (secure email and internet-based communications system), document management systems, and digital services payment gateway. Proprietary and open-source options will be considered. Improved communications across key Government agencies will enable the deployment of disaster risk monitoring tools that will contribute to enhancing preparedness and response to extreme weather events and improve dissemination of early warnings to help mitigate against climate-related risks including floods. The improved communications in the aftermath of a significant weather-related events will also play a key role in collating and sharing of critical damage assessment withing Government agencies as well as relevant development partners and significantly improve response times to provide relief to citizens affected.",9bed408bc6e745b9baeebd5913c966912066a7c21b09b606668f76bd5109e839
training-20260915-s1,33813209:p00183,paragraph,random,• TA for the development of a climate data model Establishing a climate data,8643961a0c5410b1b8b077a9a3a79626978a010e3492708a812ffc8bf55fc101
training-20260915-s1,33815663:p00141,paragraph,near|submarine_cable,"7. International fiber optic connectivity. Congo is currently connected to only one submarine cable (West Africa Cable System (WACS16), with a landing station in Pointe-Noire, exclusively managed by the state- owned incumbent operator Congo Telecom (CT). Due to the current instable international connectivity (several outages occurred in 2020 and amid the presidential election in March 2021) and increased demand, there is an urgent need for diversification. Redundancy via terrestrial fiber optic links (currently owned by the GoC) remains limited. CT has an interconnection with the Democratic Republic of Congo (DRC) since 2017 (10GB-capacity linking Brazzaville to Kinshasa through a sub-river cable) and Liquid Telecom, a leading private telecommunication operator in Africa, inaugurated a 20GB-capacity wireless link across the Congo River between Congo and DRC in September 2021. The interconnection with Gabon established under the World Bank-financed Central African Backbone (CAB) regional project (P122398) is operated and commercialized by Mambs Services (a Congolese private sector company) under a seven-year contract. Under the CAB Project, financed by the African Development Bank (AfDB), Congo should also interconnect with Cameroon and the Central African Republic. Due to COVID-19, the project has faced delays and is now expected to be completed by the end of 2022. Additionally, Meta-backed (previously Facebook) submarine cable project, 2Africa, plans to install a submarine cable landing station in Pointe-Noire by the end of 2022. The arrival of the new landing station cable is expected to help reduce prices and contribute to strong growth in broadband subscription.",2b6d21e1726586bae4e23697430bbcd06b182c162c80885730cdf6861e18b5e1
training-20260915-s1,33815663:p00150,paragraph,near|access_connectivity,"10. There is a risk of a lasting digital divide if efforts undertaken by the Universal Service Fund to extend coverage of broadband networks in underserved and rural areas are not stepped up. Aimed to finance projects that would improve coverage in rural and underserved areas, the Universal Service Fund (FASUCE) was created in 2017 and made operational in 2019. The FASUCE is primarily financed by mobile network operators (MNOs), contributing up to 1 percent of their annual turnover. In 2021, the FASUCE seeks to connect at least 40 small villages31 and educational facilities in rural areas. Yet, many small cities and villages are still unconnected. Use of the internet is also significantly different when it comes to socioeconomic and gender aspects. Less than 1 percent of women (aged 15-24) living in the poor rural household use the internet once per year, while the number increases up to 53.1 percent for women in wealthy urban households. As for men, internet use is more frequent with 5.5 percent of men in the poorest households using the internet once per year, compared to 75.8 for men living in wealthy households. On the other hand, with the advent of mobile broadband services and familiarity with mobile devices, the public is active on social network platforms (including in the rural areas), and the use of digital services is steadily increasing.",72a55f8d4100b13a26383e855ccdfca009bfe3587aadabf95994070931833b72
training-20260915-s1,33815663:p00155,paragraph,near|dpi,"13. Although the GoC has prioritized the modernization of public services through digitalization, past uncoordinated investments in digital public platforms have resulted in solutions with limited interoperability and scalability potential. In the past years, MDAs have developed their own array of back-office systems to address their own functional needs (e.g., financial management, tax collection, people registration). Smarter investments are needed in shared data infrastructure and key safeguards and enablers.",ceca629ce96f0ae89ef4a1cea36cc9695c57dd3bc63636650aa857ae445c25ff
training-20260915-s1,33815663:p00158,paragraph,near|data_hosting,"(iii) Data infrastructure and systems. The GoC does not have access to adequate data hosting capacity to enable the full digitalization of public services. The data center market environment in Congo has available land and international connectivity infrastructure. However, power outages make the infrastructure dependent on generators, whose costs reduce competitiveness. An AfDB-funded project is building a national Tier 3 data center and its backup. As the country seeks to accelerate digital transformation, the GoC has also to define a national data hosting and management strategy and to make institutional arrangements for the management of data hosting infrastructures, data governance, financing model, and cloud computing usage (with choices of public, private or hybrid cloud models).",f205c8d05ed613d8130e1b7671d23fd928114d0109d2a1b001a65d5f6ee4b33a
training-20260915-s1,33815663:p00226,paragraph,near|cybersecurity,"Cybersecurity agency to provide capacity-building and awareness-raising on cyber threats and data breaches; (ii) development of advanced skills in information and data management, web site design, people-centric digital service design; (iii) development of advanced skills program for CFI-CIRAS (targeting youth) in digital project management, digital platform, agile and people- centric digital transformation,69 incorporating transparency and feedback mechanisms; (iv) design and adoption of climate mitigation and adaptation measures and standards in deploying ICT infrastructure (including those within the Government); and (v) integration of gender- informed inclusion measures into strategies, policies, information publishing and service development within the digital sector to capture the needs of women in online services, and relevant content for women and girls.",5f9734219c787bee2a2b0eba678ee3d33b2283e8699911eb5ac4d1242ee37fdf
training-20260915-s1,33815663:p00277,paragraph,random,"53. The project will seek to collaborate with IFC to ensure the project fully leverages the MFD-enabling approach. Notably, the private sector (private telecom operators) has started exploring opportunities to construct a fiber optic backbone with the IFC and potential activities in accelerating mobile money services on the financial service front. The benefits of an early collaboration between the World Bank and the IFC include the facilitation of early private-sector input into policy aspects and investment, IFC's mobilization of strategic partners, and the assessment of funding options under the MFD-enabling principle. A clear assignment of roles between the World Bank and the IFC, whenever possible and relevant, will be established during project implementation.",b0426948d9106cf4bf45c29875d046798474b3a16160bcb748e23b3a6646bec0
training-20260915-s1,33815663:p00375,paragraph,random,"(i) Exclusion of most ""disadvantaged or vulnerable"" peoples, including indigenous peoples, in accessing project benefits. Girls and women are at a disadvantage due to limited use of the internet, time to devote to income-generating activities, and access to services. While increasing broadband internet access to underserved populations and improving the government's capacity to deliver digitally enabled public services hold promises for poverty reduction and shared prosperity digital divide of most vulnerable peoples, including women, can drive to more social and economic exclusion. As the access to social and economic opportunities will increasingly rely on digital access, it will be paramount to address the present (and any future) digital divide, by encouraging universal access to broadband. Supporting universal digital adoption and participation in the digital economy will require all Congolese to be equipped with the means to get online, including those who may be more disposed to digital exclusion -i.e., low income and rural households, women, the elderly and disabled. The project will address this risk under Component 2 (Expanding Digital Broadband",95cccef3ba77e02ef05c28ac2b2f9d012ec3a583dc48ae801d0054a902c4d2c3
training-20260915-s1,33819086:p00140,paragraph,near|submarine_cable,"7. International fiber optic connectivity. Congo is currently connected to only one submarine cable (West Africa Cable System (WACS16), with a landing station in Pointe-Noire, exclusively managed by the state- owned incumbent operator Congo Telecom (CT). Due to the current instable international connectivity (several outages occurred in 2020 and amid the presidential election in March 2021) and increased demand, there is an urgent need for diversification. Redundancy via terrestrial fiber optic links (currently owned by the GoC) remains limited. CT has an interconnection with the Democratic Republic of Congo (DRC) since 2017 (10GB-capacity linking Brazzaville to Kinshasa through a sub-river cable) and Liquid Telecom, a leading private telecommunication operator in Africa, inaugurated a 20GB-capacity wireless link across the Congo River between Congo and DRC in September 2021. The interconnection with Gabon established under the World Bank-financed Central African Backbone (CAB) regional project (P122398) is operated and commercialized by Mambs Services (a Congolese private sector company) under a seven-year contract. Under the CAB Project, financed by the African Development Bank (AfDB), Congo should also interconnect with Cameroon and the Central African Republic. Due to COVID-19, the project has faced delays and is now expected to be completed by the end of 2022. Additionally, Meta-backed (previously Facebook) submarine cable project, 2Africa, plans to install a submarine cable landing station in Pointe-Noire by the end of 2022. The arrival of the new landing station cable is expected to help reduce prices and contribute to strong growth in broadband subscription.",2b6d21e1726586bae4e23697430bbcd06b182c162c80885730cdf6861e18b5e1
training-20260915-s1,33819086:p00149,paragraph,near|access_connectivity,"10. There is a risk of a lasting digital divide if efforts undertaken by the Universal Service Fund to extend coverage of broadband networks in underserved and rural areas are not stepped up. Aimed to finance projects that would improve coverage in rural and underserved areas, the Universal Service Fund (FASUCE) was created in 2017 and made operational in 2019. The FASUCE is primarily financed by mobile network operators (MNOs), contributing up to 1 percent of their annual turnover. In 2021, the FASUCE seeks to connect at least 40 small villages31 and educational facilities in rural areas. Yet, many small cities and villages are still unconnected. Use of the internet is also significantly different when it comes to socioeconomic and gender aspects. Less than 1 percent of women (aged 15-24) living in the poor rural household use the internet once per year, while the number increases up to 53.1 percent for women in wealthy urban households. As for men, internet use is more frequent with 5.5 percent of men in the poorest households using the internet once per year, compared to 75.8 for men living in wealthy households. On the other hand, with the advent of mobile broadband services and familiarity with mobile devices, the public is active on social network platforms (including in the rural areas), and the use of digital services is steadily increasing.",72a55f8d4100b13a26383e855ccdfca009bfe3587aadabf95994070931833b72
training-20260915-s1,33819086:p00154,paragraph,near|dpi,"13. Although the GoC has prioritized the modernization of public services through digitalization, past uncoordinated investments in digital public platforms have resulted in solutions with limited interoperability and scalability potential. In the past years, MDAs have developed their own array of back-office systems to address their own functional needs (e.g., financial management, tax collection, people registration). Smarter investments are needed in shared data infrastructure and key safeguards and enablers.",ceca629ce96f0ae89ef4a1cea36cc9695c57dd3bc63636650aa857ae445c25ff
training-20260915-s1,33819086:p00157,paragraph,near|data_hosting,"(iii) Data infrastructure and systems. The GoC does not have access to adequate data hosting capacity to enable the full digitalization of public services. The data center market environment in Congo has available land and international connectivity infrastructure. However, power outages make the infrastructure dependent on generators, whose costs reduce competitiveness. An AfDB-funded project is building a national Tier 3 data center and its backup. As the country seeks to accelerate digital transformation, the GoC has also to define a national data hosting and management strategy and to make institutional arrangements for the management of data hosting infrastructures, data governance, financing model, and cloud computing usage (with choices of public, private or hybrid cloud models).",f205c8d05ed613d8130e1b7671d23fd928114d0109d2a1b001a65d5f6ee4b33a
training-20260915-s1,33819086:p00191,paragraph,random,• New facilitated and digitally enabled public services available online to people citizens and businesses (Number),6113ecd529a0b9aeca0aeb5243eeabc1e1d0f8dea600b8183cc11121d7803493
