cluster_id,size,n_projects,n_documents,nearest_reference,nearest_reference_direction,cosine,top_terms,exemplar_clause_ids
raw_resilience_of_asset-c035,327,71,71,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.4967,excluded disproportionately religious exclusion elderly minorities disadvantaged disabled indigenous marginalized discrimination peoples,33118666:p00317:c08:split-1|34201758:p00114:c03:split-1|33118666:p00251:c05:split-1|40080119:p00091:c12:split-1|40028045:p00193:c07:split-1
raw_resilience_of_asset-c103,327,87,87,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.4559,combating cpcc books preventing fraud thereafter corruption authorization ugpe association respective recipient,31338295:p00347:c14:split-1|34388773:p00354:c03:split-1|33822742:p00371:c01:split-1|34049907:p00452:c03:split-1|31866282:p00197:c15:split-1
raw_resilience_of_asset-c077,320,62,62,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.5787,jrc labeling decommissioning battery star renewable green conservation energy centre technically financially,34194833:p00269:c03:split-1|34228623:p00178:c28:split-1|34428613:p00357:c25:split-1|34428613:p00239:c03:split-1|40034360:p00202:c06:split-1
raw_resilience_of_asset-c148,319,69,69,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.5518,targeting peoples prosperity protecting indigenous populations underserved socioeconomic beneficiaries communities vulnerable poor,34275965:p00102:c14:split-1|33835348:p00211:c04:split-1|40052992:p00209:c03:split-1|40095037:p00220:c35:split-1|32971756:p00320:c10:split-1
raw_resilience_of_asset-c042,317,79,79,Establish national cybersecurity frameworks and CERTs for critical digital infrastructure,resilience_of_asset,0.6392,csirts analysts csirt cnii cert certs cii incident soc cyber cybersecurity incidence,33602788:p00500:c06:split-1|40083718:p00072:c01:split-1|40052992:p00174:c08:split-1|33844146:p00215:c08:split-1|40052992:p00174:c07:split-1
raw_resilience_of_asset-c007,316,75,75,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.6514,screened geophysical screening adaptation climatic climate hazards profile vulnerability consider vulnerabilities site,34222788:p00171:c10:split-1|34201758:p00171:c02:split-1|40081960:p00181:c01:split-1|40100544:p00201:c01:split-1|34338772:p00737:c04:split-1
raw_resilience_of_asset-c032,315,73,73,Design ring and mesh fiber topology for national network resilience,resilience_of_asset,0.6112,redundancy outages duplication disruptions minimize traffic reliability backup network sufficient continuity links,32108178:p00201:c02:split-1|40052992:p00302:c06:split-1|33862093:p00167:c06:split-1|34049907:p00677:c02:split-1|40115059:p00662:c07:split-1
raw_resilience_of_asset-c053,315,76,76,Diversify equipment vendor dependencies for telecom supply chain resilience,resilience_of_asset,0.4104,opex reductions lowering reduce yield savings costs reducing transaction economies reduced gains,33822742:p00151:c05:split-1|31866282:p00172:c11:split-1|33812956:p00144:c18:split-1|40037981:p00037:c24:split-1|34131348:p00235:c03:split-1
raw_resilience_of_asset-c110,314,71,71,Diversify equipment vendor dependencies for telecom supply chain resilience,resilience_of_asset,0.4566,competition attract players economies competitive entry customers market larger markets prices chains,32626249:p00176:c04:split-1|31866361:p00304:c12:split-1|33862093:p00168:c15:split-1|32321387:p00404:c15:split-1|33815663:p00271:c09:split-1
raw_resilience_of_asset-c141,314,107,107,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3714,allocations reallocated reallocation allocation expenditures categories funding statement disbursements allocated proceeds funds,33107441:p00214:c04:split-1|40037981:p00061:c02:split-1|40099485:p00034:c10:split-1|33191006:p00251:c02:split-1|40115059:p00675:c02:split-1
raw_resilience_of_asset-c119,309,73,73,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.5244,habitats vegetation trenching biodiversity magnitude noise occupational dust heritage generators pose terrestrial,33812956:p00293:c02:split-1|33985963:p00348:c05:split-1|33985963:p00360:c06:split-1|33706639:p00400:c18:split-1|33844146:p00305:c04:split-1
raw_resilience_of_asset-c155,309,70,70,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.4442,customer providers agreements service retail users services third user deliver authentication enabled,31747152:p00240:c05:split-1|40072597:p00092:c03:split-1|33835348:p00147:c11:split-1|33819086:p00257:c18:split-1|34049898:p00523:c03:split-1
raw_resilience_of_asset-c047,306,88,88,Implement digital platforms for port and maritime supply chain resilience,digital_for_resilience,0.5118,analog subcomponents frameworks cybersecurity regulatory foundations enablers enabling privacy laws environment legal,34428613:p00122:c03:split-1|33345981:p00210:c03:split-1|32108178:p00215:c01:split-1|40081960:p00177:c09:split-1|33813209:p00192:c18:split-1
raw_resilience_of_asset-c049,306,92,92,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.3645,overdue books outstanding reconciliation audit audits interim auditing auditors reports periodic submission,33786588:p00475:c09:split-1|34196069:p00316:c07:split-1|33830968:p00385:c05:split-1|34307768:p00049:c04:split-1|31747152:p00452:c02:split-1
raw_resilience_of_asset-c027,305,53,53,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.5955,minimization legitimate consent personal privacy protected collecting parties collected processing limiting protect,33835349:p00274:c15:split-1|31747152:p00623:c10:split-1|31747152:p00777:c04:split-1|40028045:p00174:c15:split-1|33191006:p00218:c04:split-1
raw_resilience_of_asset-c146,304,72,72,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4357,crowd attract invest investments investment investors viable stimulate incentives private capital funding,33844146:p00257:c05:split-1|40080119:p00160:c03:split-1|32159893:p00132:c09:split-1|32159893:p00345:c05:split-1|33844146:p00208:c10:split-1
raw_resilience_of_asset-c078,302,62,62,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.6148,bridging empowering lens narrow ambassadors sex equality gender equal girls empowerment disaggregated,32093931:p00296:c10:split-1|33107441:p00464:c04:split-1|33345981:p00191:c07:split-1|33815663:p00285:c06:split-1|40042661:p00242:c10:split-1
raw_resilience_of_asset-c089,302,81,81,Develop sovereign cloud and data residency policies for government continuity,resilience_of_asset,0.5130,servants employees offices continuity government functions governments officials civil allow ministries serve,34275965:p00128:c02:split-1|33345981:p00326:c19:split-1|40027697:p00171:c11:split-1|33421881:p00189:c02:split-1|40017533:p00140:c19:split-1
raw_resilience_of_asset-c092,300,88,88,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.5060,commissioning equivalent ibrd eur million ida installation migration enablers enhancing supply upgrade,40077325:p00035:c01:split-1|33421881:p00167:c06:split-1|32626249:p00163:c01:split-1|34228623:p00177:c02:split-1|33844146:p00205:c06:split-1
raw_resilience_of_asset-c156,299,86,86,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.4957,intic moitt ng mocit secretary minist former minister affairs chaired mict inage,31338295:p00209:c05:split-1|33812956:p00302:c06:split-1|32093931:p00153:c17:split-1|33812956:p00335:c10:split-1|33812956:p00254:c07:split-1
raw_resilience_of_asset-c073,295,74,74,Establish disaster recovery sites and government cloud resilience for continuity of digital services,resilience_of_asset,0.5275,fueled moving digitization cutting importance greater shows delivering citizens shared digitalization enablers,33118666:p00291:c09:split-1|32108178:p00516:c01:split-1|33862093:p00276:c01:split-1|33835348:p00307:c05:split-1|33835348:p00307:c04:split-1
raw_resilience_of_asset-c087,294,63,63,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.5057,customerco infraco minority shareholders shares operator ppp nta fgn partner spv agreements,33345981:p00269:c19:split-1|33345981:p00159:c02:split-1|32971756:p00319:c11:split-1|33345981:p00276:c11:split-1|33345981:p00278:c02:split-1
raw_resilience_of_asset-c115,293,56,56,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.5128,stereotypes restrictive pronounced inequalities barrier equally disparities norms persistent men behind divide,32321387:p00373:c01:split-1|32971756:p00677:c06:split-1|33835348:p00141:c01:split-1|33985963:p00153:c01:split-1|34338772:p00784:c19:split-1
raw_resilience_of_asset-c118,293,65,65,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.5759,devoted lens emphasize attention pwds leaders equal female pillars gender girls special,32093931:p00388:c22:split-1|33753850:p00220:c03:split-1|33706639:p00291:c07:split-1|33191006:p00217:c01:split-1|33421881:p00181:c11:split-1
raw_resilience_of_asset-c114,291,76,76,Ensure cybersecurity of digital payment platforms and mobile money rails,resilience_of_asset,0.6064,firewalls breaches iso attacks cyberattacks threats vulnerabilities security incidents cyber cybersecurity vulnerability,32971756:p00525:c05:split-1|34204848:p00289:c04:split-1|34049898:p00526:c09:split-1|33753850:p00355:c05:split-1|33602788:p00164:c05:split-1
raw_resilience_of_asset-c024,289,71,71,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4842,tables elaborated detail stipulated items procurement specified procured pom roles responsibilities carrying,33191006:p00482:c01:split-1|34049898:p00314:c02:split-1|31866361:p00396:c02:split-1|33862093:p00359:c02:split-1|33835348:p00318:c07:split-1
raw_resilience_of_asset-c061,288,92,92,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4200,incorporated works cerc throughout preparation construction recipient prepared planned manual civil implemented,33107441:p00282:c07:split-1|34201758:p00259:c05:split-1|31747152:p00583:c11:split-1|33706639:p00407:c07:split-1|31889872:p00203:c10:split-1
raw_resilience_of_asset-c043,284,63,63,Address algorithmic accountability in emergency resource allocation systems,resilience_of_asset,0.4001,oag ofag auditor moshe audit internal segregation auditing duties audits auditors revealed,31167658:p00450:c01:split-1|32527137:p00348:c01:split-1|34196069:p00389:c01:split-1|33815663:p00437:c01:split-1|34131348:p00316:c01:split-1
raw_resilience_of_asset-c083,283,69,69,Develop interoperability standards across humanitarian and government digital response systems,resilience_of_asset,0.6190,geospatial statistical classification seamless big hosting governance layer exchange sharing analytics interoperability,40109413:p00057:c03:split-1|34388773:p00137:c08:split-1|33844146:p00209:c01:split-1|33602788:p00235:c02:split-1|34049907:p00584:c10:split-1
raw_resilience_of_asset-c131,280,84,84,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3381,restructuring restructured proposes rationale seeks removed cancelled second cancellation rf changes reallocation,40110522:p00051:c07:split-1|34456824:p00079:c02:split-1|34357064:p00029:c04:split-1|40031410:p00053:c05:split-1|40081106:p00047:c02:split-1
raw_resilience_of_asset-c147,280,68,68,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.5893,inclusivity inclusiveness minorities disabilities disability marginalized elderly groups accessibility indigenous pwds persons,40087727:p00230:c07:split-1|34429409:p00170:c04:split-1|40072597:p00137:c14:split-1|32108178:p00311:c09:split-1|32159893:p00590:c12:split-1
raw_resilience_of_asset-c140,278,65,65,Diversify equipment vendor dependencies for telecom supply chain resilience,resilience_of_asset,0.4176,commercially viability prices retail competition foreign affect failure entry demand investors presence,32321387:p00358:c16:split-1|40110459:p00312:c07:split-1|32971756:p00283:c19:split-1|40087727:p00118:c07:split-1|33985963:p00285:c07:split-1
raw_resilience_of_asset-c015,276,67,67,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.5202,penetration subscriber fixed widely gdp broadband itu increases documented suggests retail prices,34196069:p00306:c18:split-1|32626249:p00409:c03:split-1|32108178:p00749:c01:split-1|34228623:p00240:c17:split-1|34397339:p00385:c09:split-1
raw_resilience_of_asset-c075,274,74,74,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.4920,consultations participatory consulted feedback stakeholder beneficiaries stakeholders society discussions consultation grievance beneficiary,34228623:p00283:c07:split-1|33835349:p00276:c04:split-1|33835348:p00345:c04:split-1|40081960:p00164:c13:split-1|31889872:p00254:c01:split-1
raw_resilience_of_asset-c036,269,104,104,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.3678,underway longer cancellation avoid delays schedule planned final completion now completed construction,33985963:p00290:c11:split-1|33813209:p00134:c04:split-1|34004583:p00033:c03:split-1|32159890:p00144:c08:split-1|34440132:p00046:c16:split-1
raw_resilience_of_asset-c152,269,72,72,Establish disaster recovery sites and government cloud resilience for continuity of digital services,resilience_of_asset,0.4965,closer transactional citizens accessible online bring businesses portal citizen deliver offices accessing,31338295:p00140:c06:split-1|33191006:p00232:c02:split-1|33107441:p00201:c18:split-1|40072597:p00127:c05:split-1|33107441:p00188:c03:split-1
raw_resilience_of_asset-c002,267,80,80,Establish regulatory frameworks for LEO satellite connectivity as emergency backup,resilience_of_asset,0.4475,amendments enacted legislation legislative laws bill amended matters decree law act drafting,31747152:p00176:c01:split-1|31747152:p00515:c01:split-1|32093931:p00157:c17:split-1|33835348:p00159:c05:split-1|33830968:p00212:c06:split-1
raw_resilience_of_asset-c059,267,62,62,Ensure cybersecurity of digital payment platforms and mobile money rails,resilience_of_asset,0.4717,lacks outdated absence lebanon lack fragmented inadequate still cyber signatures trusted centralized,34022655:p00327:c08:split-1|32626249:p00140:c05:split-1|34394311:p00102:c05:split-1|33844146:p00150:c03:split-1|33835349:p00154:c01:split-1
raw_resilience_of_asset-c028,265,93,93,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3849,slow difficulties lacks delay fragmented delays weak challenges enforcement insufficient political lack,40080119:p00236:c09:split-1|40080119:p00236:c16:split-1|40110655:p00045:c26:split-1|34228623:p00143:c07:split-1|31167658:p00118:c11:split-1
raw_resilience_of_asset-c057,262,96,96,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3975,annexes summarized page annex paragraph details table described official detail escp detailed,33706639:p00393:c07:split-1|32159893:p00168:c03:split-1|32971756:p00309:c10:split-1|33602788:p00332:c02:split-1|33813209:p00230:c01:split-1
raw_resilience_of_asset-c018,259,74,74,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.4773,moitt mincotim minpostel conatel ootr nita mcit moecct mocit setic mict responsibility,33835349:p00253:c01:split-1|33862093:p00253:c01:split-1|33835349:p00253:c04:split-1|34275965:p00153:c01:split-1|33813209:p00255:c01:split-1
raw_resilience_of_asset-c094,258,68,68,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4025,soes privatization mining private owned interest sector enterprises foreign commercial investment competition,34397339:p00346:c02:split-1|33706639:p00366:c08:split-1|33421881:p00132:c03:split-1|31747152:p00414:c04:split-1|34049907:p00255:c11:split-1
raw_resilience_of_asset-c129,258,98,98,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.3384,tasks summary maintained ongoing planned completed efforts af several following selected specific,31866282:p00130:c01:split-1|33706639:p00265:c02:split-1|34295403:p00053:c04:split-1|34049907:p00545:c06:split-1|34049907:p00343:c07:split-1
raw_resilience_of_asset-c023,257,59,59,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.6468,pandemics withstand resilience disasters resiliency emergencies preparedness crises continuity natural event recovery,33844146:p00187:c03:split-1|40045816:p00229:c11:split-1|33191006:p00128:c07:split-1|33815663:p00174:c11:split-1|33191006:p00176:c06:split-1
raw_resilience_of_asset-c127,257,67,67,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.4839,efficiencies efficiency transparent ability transparency improved improve delivery accountability improvements improvement governments,40072597:p00126:c04:split-1|34397339:p00114:c02:split-1|34394311:p00107:c02:split-1|34131348:p00134:c05:split-1|32527137:p00129:c07:split-1
raw_resilience_of_asset-c026,254,66,66,Develop sovereign cloud and data residency policies for government continuity,resilience_of_asset,0.4908,migration cloud hosting certification architecture hardware interoperability computing vi exchange audits software,33844146:p00248:c04:split-1|40045816:p00101:c06:split-1|34428613:p00166:c01:split-1|34275965:p00123:c01:split-1|33985963:p00228:c01:split-1
raw_resilience_of_asset-c079,252,78,78,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.4282,awpb budgets psc twice annually quarterly regularly tor every annual meet later,34049907:p00463:c05:split-1|34049898:p00396:c03:split-1|34388773:p00357:c05:split-1|33822742:p00273:c08:split-1|33107441:p00379:c02:split-1
raw_resilience_of_asset-c124,252,101,101,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3433,outlive closure parent life maintained beyond maintain continue original sustainability now accounts,31167658:p00252:c15:split-1|40081106:p00052:c08:split-1|33118666:p00471:c03:split-1|40115059:p01114:c03:split-1|33118666:p00306:c10:split-1
raw_resilience_of_asset-c120,247,66,66,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.4478,ranked ranks index th ranking pdf itu un globally peers behind nations,33844146:p00131:c02:split-1|32527137:p00135:c10:split-1|33815663:p00132:c05:split-1|34254903:p00090:c09:split-1|33107441:p00144:c04:split-1
raw_resilience_of_asset-c109,246,90,90,Establish national cybersecurity frameworks and CERTs for critical digital infrastructure,resilience_of_asset,0.4694,nnle cert operated nta authorities rnp managed federal established net agency implemented,33822742:p00412:c03:split-1|31747152:p00543:c08:split-1|34022655:p00403:c09:split-1|32626249:p00434:c04:split-1|34295403:p00098:c09:split-1
raw_resilience_of_asset-c116,245,99,99,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3903,isr ms moderately unsatisfactory upgraded met ratings satisfactory ip rating latest status,40117525:p00014:c01:split-1|40110655:p00045:c33:split-1|40013198:p00148:c01:split-1|31866282:p00120:c02:split-1|40007702:p00038:c03:split-1
raw_resilience_of_asset-c138,245,75,75,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4453,feasibility study studies preparatory determine assess options conducting mapping analysis informed conducted,33844146:p00203:c03:split-1|33844146:p00234:c14:split-1|33602788:p00604:c03:split-1|34022655:p00161:c14:split-1|33602788:p00611:c11:split-1
raw_resilience_of_asset-c030,244,69,69,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.5894,disaggregated sex lens gender notes identifies experiences considerations headed measure gaps collection,32971756:p00679:c02:split-1|40110459:p00339:c06:split-1|32626249:p00358:c06:split-1|31866361:p00148:c10:split-1|31167658:p00326:c03:split-1
raw_resilience_of_asset-c006,243,96,96,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4666,dates procurements packages annually stages plans procurement updated update plan procured planned,33786588:p00528:c04:split-1|34196069:p00489:c03:split-1|31866361:p00397:c04:split-1|34196069:p00476:c02:split-1|33706639:p00540:c10:split-1
raw_resilience_of_asset-c111,242,65,65,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.5657,misuse integrity protect safeguard privacy personal secure trust prevent loss protection data,31747152:p00667:c10:split-1|31747152:p00724:c08:split-1|33862093:p00188:c11:split-1|31747152:p00567:c02:split-1|34275965:p00149:c05:split-1
raw_resilience_of_asset-c139,242,66,66,Establish digital accessibility standards for persons with disabilities in crisis services,resilience_of_asset,0.5297,accessibility universally equitable accessing accessible access disabilities universal means barriers rights facilitate,31747152:p00681:c05:split-1|31747152:p00157:c05:split-1|33753850:p00287:c02:split-1|31747152:p00219:c07:split-1|34388773:p00136:c16:split-1
raw_resilience_of_asset-c096,240,70,70,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4288,inefficiencies inadequate delays delayed insufficient delay bid slow bidders duration weak complexity,33862093:p00291:c07:split-1|33862093:p00313:c03:split-1|34388773:p00398:c06:split-1|34049907:p00510:c10:split-1|34254903:p00193:c04:split-1
raw_resilience_of_asset-c058,238,73,73,Strengthen mobile money agent network resilience for cash-out during disruptions,resilience_of_asset,0.3994,causing workload disruptions resulting leading failure delays significantly supply processing costs maintenance,34310682:p00347:c20:split-1|34049907:p00643:c05:split-1|40110459:p00229:c09:split-1|31866361:p00261:c10:split-1|34310682:p00098:c15:split-1
raw_resilience_of_asset-c029,234,85,85,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3671,closing dates date june extend august extension december delay closure october month,34440132:p00050:c01:split-1|34428382:p00041:c04:split-1|34295403:p00083:c03:split-1|40109413:p00086:c05:split-1|40095037:p00139:c03:split-1
raw_resilience_of_asset-c099,228,77,77,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.3556,xof valued originally billion million total allocation allocated amount cancellation cerc budget,33815663:p00318:c07:split-1|33815663:p00347:c03:split-1|32159890:p00153:c02:split-1|40082999:p00053:c02:split-1|32159890:p00140:c02:split-1
raw_resilience_of_asset-c052,219,61,61,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3372,err npv discounted break pessimistic eirr discount optimistic irr occurs cba reaches,40087727:p00237:c02:split-1|33421881:p00371:c09:split-1|33937854:p00268:c04:split-1|31889872:p00256:c14:split-1|33937854:p00535:c02:split-1
raw_resilience_of_asset-c060,218,80,80,Support community-owned mesh networks and locally maintained connectivity infrastructure,resilience_of_asset,0.3778,supports sustainability team technical through development,33867703:p00026:c05:split-1|32159893:p00154:c05:split-1|34397339:p00175:c07:split-1|33822742:p00165:c15:split-1|34194833:p00357:c09:split-1
raw_resilience_of_asset-c149,215,73,73,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3425,capex opex recurrent assumed costs expenses incremental cost operating maintenance revenues estimates,31338295:p00368:c03:split-1|33862093:p00308:c18:split-1|34397339:p00359:c02:split-1|40031410:p00033:c08:split-1|40072597:p00144:c05:split-1
raw_resilience_of_asset-c055,213,73,73,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.5292,enterprise architecture centric satisfaction roadmap portal interoperability ii servants improvement user delivery,34443340:p00040:c05:split-1|40100544:p00139:c03:split-1|33815663:p00137:c08:split-1|40026232:p00109:c02:split-1|34460895:p00129:c07:split-1
raw_resilience_of_asset-c001,211,78,78,Design interoperability and portability standards for digital financial services,resilience_of_asset,0.4149,segregated opened fgn dollars dollar afap designated da af treasury separate account,33830968:p00386:c02:split-1|40034360:p00182:c02:split-1|40013198:p00206:c05:split-1|34327188:p00224:c07:split-1|40027697:p00220:c80:split-1
raw_resilience_of_asset-c098,211,60,60,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.5450,exploitation sexual abuse gbv confidential harassment survivors violence sh equality discrimination child,40013198:p00217:c09:split-1|33937854:p00301:c03:split-1|34103719:p00025:c12:split-1|32971756:p00324:c05:split-1|33107441:p00300:c13:split-1
raw_resilience_of_asset-c000,205,67,67,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.3987,weak often poor constraints affect accountability offices priorities lack limited remains provision,34327188:p00253:c01:split-1|40028045:p00230:c22:split-1|40080119:p00085:c02:split-1|33844146:p00115:c07:split-1|32527137:p00390:c22:split-1
raw_resilience_of_asset-c104,196,66,66,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.4250,quality deliver delivery service improve improvements offer provision feedback improving services better,33053299:p00182:c15:split-1|32108178:p00189:c04:split-1|40013198:p00299:c15:split-1|34275965:p00166:c04:split-1|40052992:p00194:c02:split-1
raw_resilience_of_asset-c097,193,76,76,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4539,rating rated assessed substantial residual risk moderate moderately procurement overall mitigation assessment,31866361:p00303:c03:split-1|32321387:p00256:c07:split-1|33812956:p00289:c02:split-1|31747152:p00355:c15:split-1|34394311:p00201:c01:split-1
raw_resilience_of_asset-c128,193,74,74,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4545,familiarity concluded setic experience carrying procurement assessment trained regulations rules post qualified,40072597:p00198:c02:split-1|34310682:p00336:c02:split-1|40045816:p00244:c01:split-1|34428613:p00261:c02:split-1|34194833:p00354:c05:split-1
raw_resilience_of_asset-c145,187,49,49,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.5351,bullying cyberbullying harmful harassment behavior concern misuse abuse safety cyber online cybercrime,34338772:p00291:c22:split-1|34131348:p00145:c23:split-1|33812956:p00212:c09:split-1|34049907:p00135:c12:split-1|33812956:p00212:c12:split-1
raw_resilience_of_asset-c013,183,83,83,Strengthen mobile money agent network resilience for cash-out during disruptions,resilience_of_asset,0.3327,keep continues maintain maintained continue longer continued remain term long remains years,40115059:p01122:c03:split-1|34196069:p00466:c02:split-1|40013198:p00190:c02:split-1|34203125:p00058:c07:split-1|40115059:p01100:c02:split-1
raw_resilience_of_asset-c159,182,73,73,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4661,ppsd pp prepared draft strategy plan borrower finalized procurement summary months first,34428613:p00246:c08:split-1|33345981:p00315:c13:split-1|33706639:p00394:c01:split-1|33602788:p00328:c01:split-1|33862093:p00361:c01:split-1
raw_resilience_of_asset-c133,181,21,21,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.4520,nimc prevented nin powers npopc nins act mandatory nip deaths amended births,31747152:p00779:c04:split-1|31747152:p00624:c07:split-1|31747152:p00515:c04:split-1|31747152:p00355:c07:split-1|31747152:p00240:c03:split-1
raw_resilience_of_asset-c050,158,60,60,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.5257,notre dame nd warming temperature century temperatures ranks mean rise projections indicate,32159893:p00210:c05:split-1|34338772:p00096:c06:split-1|34022655:p00142:c09:split-1|32159893:p00540:c06:split-1|33844146:p00390:c11:split-1
raw_resilience_of_asset-c113,152,47,47,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4270,recycle disposal recycling waste footprint reuse generation electronic carbon devices safe extended,33786588:p00136:c09:split-1|34022655:p00469:c06:split-1|33753850:p00133:c18:split-1|34350724:p00051:c12:split-1|34429409:p00185:c04:split-1
raw_resilience_of_asset-c151,149,52,52,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4412,ppsd pp ppa ppp pim summary specified draft methods prepared pom selection,34275965:p00231:c01:split-1|31866361:p00397:c07:split-1|33786588:p00522:c20:split-1|33844146:p00363:c06:split-1|33830968:p00399:c06:split-1
raw_resilience_of_asset-c069,130,48,48,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.4367,leakages fraud corruption reducing accountability tax controls reduce transparency reduced compliance revenue,33107441:p00197:c16:split-1|33812956:p00226:c10:split-1|34388773:p00271:c06:split-1|40081960:p00121:c17:split-1|33753850:p00330:c03:split-1
