cluster_id,size,n_projects,n_documents,nearest_reference,nearest_reference_direction,cosine,top_terms,exemplar_clause_ids
raw_digital_for_resilience-c156,348,69,69,Build digital business continuity capacity for SMEs and micro-enterprises,digital_for_resilience,0.5629,stimulation esos entrepreneurship ups entrepreneurs talent tech diversification incubation startups hubs pillars,33812956:p00221:c07:split-1|32093931:p00263:c01:split-1|33118666:p00257:c09:split-1|34022655:p00222:c04:split-1|33844146:p00158:c05:split-1
raw_digital_for_resilience-c129,347,85,85,Provide emergency connectivity to displaced populations in humanitarian settings,digital_for_resilience,0.4743,message accessed remotely geolocation sms apps phones video media channels online short,40072597:p00110:c05:split-1|33813209:p00211:c13:split-1|33822742:p00189:c04:split-1|34275965:p00124:c05:split-1|33602788:p00516:c13:split-1
raw_digital_for_resilience-c141,347,69,69,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.5942,urgencies samu alerts callao lima geolocation npp emergencies metropolitan urgency responding respond,34022655:p00327:c33:split-1|40080119:p00192:c16:split-1|40095037:p00165:c09:split-1|31889872:p00186:c07:split-1|33191006:p00251:c06:split-1
raw_digital_for_resilience-c018,343,107,107,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3818,deadline cancellation unchanged restructured closing restructuring formally extension date partial adjust mtr,40110522:p00051:c16:split-1|40007594:p00038:c05:split-1|34222788:p00091:c14:split-1|40055094:p00043:c10:split-1|40034355:p00073:c01:split-1
raw_digital_for_resilience-c009,339,109,109,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4135,encountered delayed impacting delay delays complexity affect adversely faced slow resulted inadequate,34397339:p00243:c12:split-1|34307768:p00045:c11:split-1|40082999:p00036:c01:split-1|33844146:p00376:c06:split-1|40100650:p00038:c02:split-1
raw_digital_for_resilience-c016,338,67,67,Provide emergency connectivity to displaced populations in humanitarian settings,digital_for_resilience,0.5770,hotline unhcr refugee survivors refugees idps rhds host displaced humanitarian languages camps,33118666:p00516:c03:split-1|33844146:p00201:c04:split-1|33118666:p00249:c17:split-1|34194833:p00220:c11:split-1|31747152:p00213:c05:split-1
raw_digital_for_resilience-c022,338,92,92,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3656,a2 a1 a3 section table annex schedule figure paragraphs see summarized details,32108178:p00518:c06:split-1|32159893:p00213:c02:split-1|33937854:p00537:c01:split-1|33937854:p00392:c01:split-1|34327188:p00289:c01:split-1
raw_digital_for_resilience-c090,338,70,70,Provide emergency connectivity to displaced populations in humanitarian settings,digital_for_resilience,0.6441,wi wifi fi hotspots internet affordable connections devices free connecting students islands,40052992:p00225:c10:split-1|34254903:p00254:c03:split-1|34338772:p00201:c03:split-1|33835348:p00139:c09:split-1|40110522:p00071:c04:split-1
raw_digital_for_resilience-c077,337,83,83,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.4415,building makers capacity capacities transfer institutional knowledge officials workshops trainings training mitigated,33786588:p00340:c11:split-1|33822742:p00198:c08:split-1|33813209:p00204:c04:split-1|33191006:p00205:c07:split-1|34222788:p00119:c04:split-1
raw_digital_for_resilience-c142,337,80,80,Build decision support systems for anticipatory action integrating multiple data sources,digital_for_resilience,0.4162,wins scalability optimize efficiently scaling maximize flexibility quick quickly advantage synergies leveraging,33706639:p00284:c17:split-1|40045816:p00378:c04:split-1|40045816:p00165:c03:split-1|33813209:p00215:c14:split-1|31889872:p00231:c02:split-1
raw_digital_for_resilience-c083,333,77,77,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4092,finance ce financed ta specifically hardware assistance cover consulting stage financing subcomponents,34228623:p00183:c12:split-1|33706639:p00200:c01:split-1|34327188:p00155:c01:split-1|33706639:p00195:c01:split-1|33786588:p00203:c09:split-1
raw_digital_for_resilience-c144,333,71,71,"Enable digital credit, savings, and microinsurance products to build household liquidity buffers",digital_for_resilience,0.3713,excessive influx scarcity affecting earnings incomes lifetime informal uncertainty household labor losses,34049907:p00343:c17:split-1|32159893:p00108:c08:split-1|33118666:p00262:c06:split-1|31747152:p00715:c03:split-1|34397339:p00239:c07:split-1
raw_digital_for_resilience-c109,332,78,78,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.4756,assistance ta advisory technical eca missions acquisition officials sectoral undertaken agricultural inter,33753850:p00257:c02:split-1|33812956:p00186:c05:split-1|40013198:p00245:c02:split-1|34194833:p00127:c04:split-1|34222788:p00092:c08:split-1
raw_digital_for_resilience-c066,331,89,89,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3435,piu pius spiu ciu recruit established accountant recruitment pim fiduciary prepare staff,34192090:p00051:c01:split-1|31889872:p00235:c03:split-1|34196069:p00277:c03:split-1|32093931:p00241:c01:split-1|34388773:p00281:c12:split-1
raw_digital_for_resilience-c023,330,67,67,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.4701,river dry hurricane degradation droughts precipitation intensity caused damages tropical season floods,34275965:p00085:c05:split-1|34275965:p00084:c02:split-1|33937854:p00194:c11:split-1|34310682:p00147:c01:split-1|33602788:p00558:c11:split-1
raw_digital_for_resilience-c075,328,81,81,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.5342,sops grm grievance redress clearly grievances complaints resolution mechanism format assurance sop,31747152:p00757:c03:split-1|33191006:p00289:c14:split-1|33813209:p00298:c19:split-1|33822742:p00230:c11:split-1|34049898:p00243:c03:split-1
raw_digital_for_resilience-c037,326,96,96,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3928,spn undb adb sent objection withdrawal thereafter wb reviewed website format designated,32108178:p00414:c09:split-1|40072597:p00204:c02:split-1|40087727:p00252:c05:split-1|34201758:p00280:c03:split-1|31167658:p00465:c03:split-1
raw_digital_for_resilience-c115,320,95,95,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4140,achieve aims goal aim adjustments intended achieving objective purpose objectives meet criteria,40095037:p00129:c08:split-1|40013198:p00131:c02:split-1|34212364:p00030:c02:split-1|31338295:p00140:c16:split-1|32527137:p00230:c02:split-1
raw_digital_for_resilience-c131,320,84,84,Implement digital platforms for port and maritime supply chain resilience,digital_for_resilience,0.3818,steering committee psc composition secti manager coordinator pit director deputy direction thereafter,33107441:p00212:c04:split-1|33835349:p00322:c02:split-1|33118666:p00276:c01:split-1|40110459:p00383:c25:split-1|32108178:p00605:c04:split-1
raw_digital_for_resilience-c159,320,73,73,Deploy rapid digital household welfare tracking for post-disaster needs assessment,digital_for_resilience,0.4024,inhabitants villages geographical density urban provinces districts concentrated living treatment live households,40095037:p00219:c03:split-1|31167658:p00113:c04:split-1|33835348:p00123:c05:split-1|33985963:p00267:c04:split-1|33937854:p00130:c06:split-1
raw_digital_for_resilience-c100,316,68,68,Establish financial consumer protection frameworks for digital lending during crises,digital_for_resilience,0.3837,downturn recession slowdown sharp contraction hit stalled amid outlook trajectory shock inflation,33191006:p00374:c02:split-1|32527137:p00126:c01:split-1|32093931:p00149:c01:split-1|40080119:p00237:c04:split-1|33118666:p00149:c08:split-1
raw_digital_for_resilience-c039,315,78,78,Design social registries with dynamic expansion capability for rapid shock response,digital_for_resilience,0.3723,raise mobilize participate raising enrollment encourage reach campaigns expand wider knowledge awareness,31338295:p00315:c05:split-1|32321387:p00201:c13:split-1|33835349:p00239:c02:split-1|34049898:p00331:c03:split-1|32321387:p00430:c11:split-1
raw_digital_for_resilience-c105,314,75,75,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.5225,agritech sme entrepreneurs startup incubation smes ups entrepreneurship startups matching iii iv,33813209:p00136:c05:split-1|34338772:p00179:c08:split-1|33835349:p00160:c06:split-1|34428613:p00196:c10:split-1|32527137:p00164:c04:split-1
raw_digital_for_resilience-c029,313,79,79,"Enable digital credit, savings, and microinsurance products to build household liquidity buffers",digital_for_resilience,0.3690,shareholders front investments matching invest returns funding investment investors capital co sources,34218724:p00160:c05:split-1|40031410:p00110:c02:split-1|33602788:p00458:c11:split-1|34338772:p00109:c21:split-1|40027697:p00127:c01:split-1
raw_digital_for_resilience-c154,313,102,102,Design social registries with dynamic expansion capability for rapid shock response,digital_for_resilience,0.3162,scaled now launched growing track continue already reach start reflect progress years,31866361:p00244:c16:split-1|34131348:p00333:c08:split-1|34429409:p00223:c12:split-1|33835348:p00141:c15:split-1|31866361:p00244:c12:split-1
raw_digital_for_resilience-c102,310,96,96,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4262,fy16 fy25 fy19 fy23 worldbank fy21 partnership imf cpf directors en group,33822742:p00425:c02:split-1|34327188:p00226:c09:split-1|33937854:p00311:c04:split-1|34201758:p00114:c05:split-1|40110459:p00334:c05:split-1
raw_digital_for_resilience-c108,310,83,83,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.4041,recruited specialists assistant experts consultants specialist coordinator hired positions recruiting recruit competitively,32108178:p00278:c03:split-1|32108178:p00280:c06:split-1|33602788:p00292:c08:split-1|34388773:p00243:c11:split-1|32159893:p00202:c05:split-1
raw_digital_for_resilience-c096,309,116,116,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3801,pdos ms prdo unsatisfactory moderately mu ip pdo achievement downgraded achievable satisfactory,33867703:p00024:c08:split-1|40022182:p00062:c01:split-1|34228859:p00024:c05:split-1|40083718:p00043:c09:split-1|34203125:p00036:c07:split-1
raw_digital_for_resilience-c072,308,58,58,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.5419,smallholder farmers farmer farm voucher subsidy subsidies poorest welfare livelihoods agricultural input,33706639:p00281:c05:split-1|33706639:p00279:c03:split-1|31167658:p00618:c16:split-1|31167658:p00621:c04:split-1|32159893:p00427:c09:split-1
raw_digital_for_resilience-c050,306,81,81,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4008,avoid spread prevent respond maintain shocks continuity secure sustainability term long reduce,34049907:p00168:c06:split-1|40042661:p00227:c44:split-1|31747152:p00297:c02:split-1|33053299:p00155:c08:split-1|40110459:p00404:c07:split-1
raw_digital_for_resilience-c132,305,84,84,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.5235,mandates fragmented coordination involving multiple agencies coordinated structures coordinate institutional coordinating clear,32321387:p00274:c08:split-1|32159893:p00227:c02:split-1|33753850:p00233:c03:split-1|34428613:p00216:c14:split-1|34275965:p00150:c10:split-1
raw_digital_for_resilience-c093,303,55,55,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4028,violent armed afar tensions somali volatile tigray fcs conflict insecurity fragile war,34194833:p00096:c07:split-1|34201758:p00094:c02:split-1|34194833:p00106:c09:split-1|33835348:p00124:c07:split-1|33844146:p00120:c07:split-1
raw_digital_for_resilience-c087,302,82,82,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4898,segregation duties controls assurance verify covenants proper timely compliance control transparent monitor,34275965:p00242:c03:split-1|33191006:p00371:c09:split-1|34049898:p00269:c11:split-1|33835349:p00342:c15:split-1|34394311:p00153:c09:split-1
raw_digital_for_resilience-c052,300,70,70,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.6603,warnings warning induced climatic disasters shocks aftermath adaptive climate disaster event weather,34429409:p00216:c05:split-1|33812956:p00194:c16:split-1|40100544:p00202:c03:split-1|34310682:p00365:c03:split-1|34460895:p00188:c14:split-1
raw_digital_for_resilience-c055,298,41,41,Issue digital identity credentials to displaced and crisis-affected populations lacking documentation,digital_for_resilience,0.5751,authenticate scoring authenticator authenticators biometrics verify prove identities proofing identity credential credentials,34204848:p00179:c09:split-1|34204848:p00164:c02:split-1|31747152:p00373:c14:split-1|31747152:p00324:c07:split-1|31747152:p00182:c08:split-1
raw_digital_for_resilience-c047,296,91,91,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4685,consensus constraints need taken concerns considering needed requires important reforms addressing require,34222788:p00172:c14:split-1|33985963:p00429:c02:split-1|40052992:p00179:c08:split-1|40072597:p00143:c09:split-1|31866361:p00430:c08:split-1
raw_digital_for_resilience-c123,295,75,75,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.6199,paris adaptation drm nap ndc screening mitigation adaptive goals nationally climate grid,34429409:p00118:c03:split-1|32626249:p00232:c02:split-1|34222788:p00173:c07:split-1|33118666:p00187:c11:split-1|33937854:p00582:c01:split-1
raw_digital_for_resilience-c138,294,44,44,"Enable digital credit, savings, and microinsurance products to build household liquidity buffers",digital_for_resilience,0.6634,dfs products merchants micro fintech money informal insurance farmers inclusion saving banking,32159893:p00220:c03:split-1|33602788:p00493:c27:split-1|32159893:p00399:c02:split-1|32321387:p00426:c26:split-1|40117525:p00054:c09:split-1
raw_digital_for_resilience-c157,294,85,85,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4637,fma bp satisfy directive conclusion op adequacy directives fm concluded whether ipf,33830968:p00309:c03:split-1|32108178:p00413:c02:split-1|31167658:p00443:c01:split-1|34397339:p00243:c17:split-1|33937854:p00289:c04:split-1
raw_digital_for_resilience-c054,292,58,58,Provide emergency connectivity to displaced populations in humanitarian settings,digital_for_resilience,0.5139,gigabyte basket gb gni subscriptions capita subscription gsma penetration monthly price subscribers,40045816:p00105:c07:split-1|33107441:p00144:c12:split-1|33985963:p00136:c15:split-1|40045816:p00400:c18:split-1|33812956:p00140:c01:split-1
raw_digital_for_resilience-c117,287,85,85,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.5312,esmf resettlement involuntary esf rpf esmp sh environmental lmp grievance instruments sep,33118666:p00318:c05:split-1|40115059:p00681:c05:split-1|40052992:p00273:c14:split-1|33602788:p00267:c11:split-1|33107441:p00280:c03:split-1
raw_digital_for_resilience-c006,284,65,65,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3042,deficit fy20 grow decline projected gdp fy23 fy21 inflation reaching real spending,33835349:p00131:c04:split-1|33985963:p00124:c09:split-1|34428613:p00102:c11:split-1|34131348:p00127:c11:split-1|33937854:p00541:c05:split-1
raw_digital_for_resilience-c012,283,87,87,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.4236,assistance continuity technical needed supports help efforts team business program additional implementation,32108178:p00476:c02:split-1|33753850:p00182:c04:split-1|32527137:p00194:c02:split-1|40013198:p00147:c03:split-1|40052992:p00251:c03:split-1
raw_digital_for_resilience-c082,283,64,64,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.4116,subsistence rice rich fishing commodity characterized crops dependent stable remittances oil heavily,34429409:p00097:c08:split-1|33786588:p00132:c07:split-1|34022655:p00142:c03:split-1|33706639:p00123:c05:split-1|40017533:p00222:c10:split-1
raw_digital_for_resilience-c074,276,84,84,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4547,exchanges eprocurement systematic gp tracking thresholds step tool record procurement prior contract,34428613:p00246:c10:split-1|33118666:p00421:c01:split-1|33602788:p00327:c06:split-1|34397339:p00308:c04:split-1|34429409:p00233:c08:split-1
raw_digital_for_resilience-c024,275,77,77,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.4534,maep task advisory experts firm mitigated missions coordination parallel coordinated coordinate rnp,34428613:p00260:c20:split-1|34131348:p00207:c08:split-1|34222788:p00156:c06:split-1|32626249:p00340:c02:split-1|33835348:p00350:c06:split-1
raw_digital_for_resilience-c088,275,63,63,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.5024,cashless paperless shop taxes filing stop customs perform transactional pay portal offered,33835348:p00213:c11:split-1|34228623:p00189:c04:split-1|34275965:p00125:c04:split-1|33602788:p00160:c03:split-1|33191006:p00275:c06:split-1
raw_digital_for_resilience-c061,274,71,71,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4242,chart ifr accounting statements uses accountant accounts separate actual forecast recorded expenditures,31167658:p00446:c07:split-1|33937854:p00388:c05:split-1|34394311:p00286:c06:split-1|34194833:p00329:c01:split-1|34204848:p00270:c14:split-1
raw_digital_for_resilience-c139,274,60,60,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.6094,id4d nagarik nadra ditjen nidp dukcapil mass dinas ids ethiopian deaths app,33812956:p00200:c03:split-1|34204848:p00134:c11:split-1|31747152:p00684:c08:split-1|33421881:p00174:c01:split-1|33107441:p00178:c14:split-1
raw_digital_for_resilience-c148,272,63,63,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4399,irreversible noise involuntary accidents communicable dust influx heritage reversible occupational displacement predictable,33815663:p00392:c09:split-1|40072597:p00208:c03:split-1|32527137:p00277:c03:split-1|40042661:p00227:c22:split-1|32527137:p00203:c04:split-1
raw_digital_for_resilience-c045,264,30,30,Issue digital identity credentials to displaced and crisis-affected populations lacking documentation,digital_for_resilience,0.6629,stateless nationality kebele voting seekers asylum ids nigerians proof birth regardless certificate,31747152:p00731:c02:split-1|33191006:p00217:c04:split-1|31747152:p00741:c01:split-1|34049898:p00287:c03:split-1|33812956:p00199:c07:split-1
raw_digital_for_resilience-c134,263,91,91,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4250,sequencing mission phases implementation figure missions arrangements schedule implemented table first throughout,33862093:p00280:c07:split-1|33786588:p00371:c07:split-1|34327188:p00227:c08:split-1|40031410:p00097:c03:split-1|34196069:p00494:c01:split-1
raw_digital_for_resilience-c078,258,54,54,Deploy telemedicine and digital health platforms for continued healthcare access during crises,digital_for_resilience,0.4238,coronavirus outbreak closures pandemic covid wake war disease ukraine spread restrictions closure,34021975:p00026:c03:split-1|33812956:p00241:c06:split-1|32971756:p00540:c05:split-1|33118666:p00153:c02:split-1|32971756:p00726:c04:split-1
raw_digital_for_resilience-c128,258,88,88,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4022,uncommitted reallocation zero albeit reallocated reallocate allocations contingent contingency adding removal category,40099485:p00052:c01:split-1|40105151:p00067:c02:split-1|34295403:p00092:c05:split-1|34295403:p00092:c04:split-1|34192090:p00031:c01:split-1
raw_digital_for_resilience-c106,256,68,68,Develop governance frameworks for disputed satellite data and trigger verification post-disaster,digital_for_resilience,0.3824,tribunal supreme auditor unqualified opinion auditors independent audited audit appointed external statements,34338772:p00289:c20:split-1|40115059:p00723:c31:split-1|32159893:p00551:c06:split-1|31167658:p00457:c02:split-1|34428613:p00244:c15:split-1
raw_digital_for_resilience-c014,255,74,74,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4702,macroeconomic political fiduciary instability substantial weaknesses risks pose rating risk reflects rated,33118666:p00325:c01:split-1|34218724:p00158:c01:split-1|33813209:p00269:c01:split-1|33822742:p00284:c02:split-1|34204848:p00228:c01:split-1
raw_digital_for_resilience-c092,254,66,66,"Implement AI and satellite-based measurement, reporting, and verification for climate commitments",digital_for_resilience,0.5040,ghg greenhouse emissions tons co2 gas emission footprint minimizing carbon fuel reduce,33812956:p00187:c14:split-1|33753850:p00186:c02:split-1|40115059:p00719:c09:split-1|34388773:p00169:c05:split-1|34460895:p00105:c04:split-1
raw_digital_for_resilience-c063,242,60,60,Provide emergency connectivity to displaced populations in humanitarian settings,digital_for_resilience,0.4747,phones phone smartphones gsma inhabitants sex internet aged male subscriptions men penetration,40013198:p00345:c13:split-1|33107441:p00164:c03:split-1|33602788:p00157:c14:split-1|40042661:p00241:c04:split-1|33118666:p00156:c05:split-1
raw_digital_for_resilience-c004,238,52,52,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.6767,agritech machine farmer innovations agricultural ai artificial soil agriculture big livestock chain,33706639:p00285:c15:split-1|33706639:p00146:c03:split-1|31167658:p00254:c08:split-1|33786588:p00173:c10:split-1|33706639:p00156:c02:split-1
raw_digital_for_resilience-c130,237,85,85,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4876,esms salient ess pollution esf esmf characteristics environmental geographic social screening sep,31889872:p00272:c04:split-1|40028045:p00140:c01:split-1|34325711:p00023:c01:split-1|40115059:p00913:c46:split-1|33753850:p00360:c03:split-1
raw_digital_for_resilience-c111,236,64,64,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.4091,inspectionpanel grs panel inspection please visit complaint complaints submit occur brought missions,34429409:p00229:c09:split-1|34310682:p00269:c08:split-1|40105675:p00125:c33:split-1|32527137:p00405:c03:split-1|34022655:p00548:c08:split-1
raw_digital_for_resilience-c008,230,74,74,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3822,safeguarded statement estimates assets vi iii auditors accounting uses iv sources update,33191006:p00325:c06:split-1|34254903:p00220:c05:split-1|33786588:p00504:c01:split-1|33862093:p00385:c01:split-1|33862093:p00385:c04:split-1
raw_digital_for_resilience-c091,230,78,78,Establish financial consumer protection frameworks for digital lending during crises,digital_for_resilience,0.3279,began late november closed february march reported april published launched disclosed january,33191006:p00326:c05:split-1|34194833:p00297:c03:split-1|34380807:p00051:c05:split-1|34303107:p00077:c02:split-1|32971756:p00248:c06:split-1
raw_digital_for_resilience-c076,224,98,98,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4146,targets milestones ambitious met target achieved rationale intermediate remaining achieve indicator achievement,40007594:p00070:c03:split-1|40007594:p00069:c03:split-1|31866282:p00081:c06:split-1|40095037:p00184:c16:split-1|34380807:p00062:c06:split-1
raw_digital_for_resilience-c056,219,67,67,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.4721,healthcare delivery facilitating improve deliver service offer better basic services expand availability,31338295:p00197:c10:split-1|34428613:p00119:c04:split-1|34022655:p00388:c08:split-1|40080119:p00100:c06:split-1|33421881:p00166:c03:split-1
raw_digital_for_resilience-c101,215,77,77,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4296,recruit awpb accountant pim iv qualified specialist ii fm accounting supervision manual,33813209:p00300:c02:split-1|34228623:p00204:c02:split-1|33191006:p00327:c04:split-1|34310682:p00154:c06:split-1|31889872:p00396:c04:split-1
raw_digital_for_resilience-c011,211,60,60,Digitize land registries and property records to protect asset ownership through crises,digital_for_resilience,0.6171,digitize digitizing certificates death records digitalizing digitalize digitized digitalized paper cr digitization,34201758:p00188:c04:split-1|31747152:p00546:c04:split-1|33191006:p00211:c13:split-1|40013198:p00279:c09:split-1|33191006:p00198:c06:split-1
raw_digital_for_resilience-c002,209,78,78,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4408,oversee assist evaluation pmu safeguards fiduciary monitoring carrying supervision missions functions coordination,34201758:p00194:c04:split-1|33118666:p00247:c03:split-1|32971756:p00594:c03:split-1|40013198:p00188:c05:split-1|40052992:p00248:c02:split-1
raw_digital_for_resilience-c040,205,61,61,Build digital business continuity capacity for SMEs and micro-enterprises,digital_for_resilience,0.4175,startups smes firms enterprises owned companies force employment industry farmers ites entrepreneurs,34275965:p00113:c02:split-1|32321387:p00179:c02:split-1|40081960:p00106:c19:split-1|34192090:p00115:c02:split-1|33602788:p00195:c04:split-1
raw_digital_for_resilience-c025,204,66,66,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4486,beneficiaries benefit wide benefits individuals businesses primary gains citizens bring positive transparency,34204848:p00164:c01:split-1|33753850:p00296:c06:split-1|34022655:p00388:c01:split-1|33706639:p00295:c01:split-1|33753850:p00295:c05:split-1
raw_digital_for_resilience-c001,200,61,61,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.5524,relief livelihoods incomes debt transfers crisis fiscal recovery macroeconomic poverty respond covid,33985963:p00125:c10:split-1|32971756:p00725:c24:split-1|33862093:p00121:c02:split-1|33822742:p00163:c08:split-1|33118666:p00500:c04:split-1
raw_digital_for_resilience-c067,198,59,59,Deploy telemedicine and digital health platforms for continued healthcare access during crises,digital_for_resilience,0.6625,relief aftermath uncommitted pandemics alerts crises emergencies warning disasters balances shocks disruption,33985963:p00126:c12:split-1|33844146:p00124:c18:split-1|34394311:p00367:c03:split-1|33345981:p00148:c11:split-1|32626249:p00235:c05:split-1
raw_digital_for_resilience-c035,186,45,45,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.5507,registrations nins kits nin enrollments mass cards card adults obtaining biometric issuance,31747152:p00314:c09:split-1|33191006:p00219:c02:split-1|34030165:p00027:c05:split-1|34441286:p00038:c02:split-1|31747152:p00317:c07:split-1
raw_digital_for_resilience-c065,183,69,69,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.4328,advisory consulting offer transaction services non providers service cloud business additional financial,40100544:p00127:c18:split-1|33786588:p00268:c04:split-1|32321387:p00418:c01:split-1|33835348:p00162:c06:split-1|31338295:p00164:c08:split-1
raw_digital_for_resilience-c118,181,40,40,"Enable digital credit, savings, and microinsurance products to build household liquidity buffers",digital_for_resilience,0.5698,findex microfinance money adults adult banks banking accounts credit transfers informal mobile,32159893:p00127:c08:split-1|33118666:p00153:c04:split-1|34049898:p00166:c24:split-1|31167658:p00674:c04:split-1|32159893:p00413:c03:split-1
raw_digital_for_resilience-c069,178,87,87,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4049,seeks grm criteria iii ii iv measures following restructuring ta mitigation focus,33753850:p00335:c09:split-1|40105151:p00049:c04:split-1|33421881:p00170:c04:split-1|40039972:p00039:c03:split-1|40105675:p00046:c04:split-1
raw_digital_for_resilience-c151,177,72,72,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4006,familiarity experience donor funded weak pfm managing esf lack qualified financed limited,32321387:p00274:c06:split-1|40072597:p00198:c12:split-1|34201758:p00239:c02:split-1|34194833:p00274:c10:split-1|34254903:p00192:c02:split-1
raw_digital_for_resilience-c126,167,43,43,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.7528,pensions g2p nets transfers cash salaries registries payments subsidies schemes payment person,40052992:p00188:c09:split-1|33107441:p00491:c15:split-1|34338772:p00741:c03:split-1|32108178:p00751:c04:split-1|33107441:p00197:c15:split-1
raw_digital_for_resilience-c137,154,58,58,"Implement AI and satellite-based measurement, reporting, and verification for climate commitments",digital_for_resilience,0.5087,ndcs nationally nap ndc determined files contributions paris convention greenhouse contribution ghg,34429409:p00268:c03:split-1|40042661:p00187:c03:split-1|40017533:p00133:c05:split-1|34428613:p00121:c02:split-1|40045816:p00238:c04:split-1
