cluster_id,size,n_projects,n_documents,nearest_reference,nearest_reference_direction,cosine,top_terms,exemplar_clause_ids
projected-c306,394,94,94,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.3266,equip entrepreneurship smes focuses subcomponents skills pillar literacy enablers stimulate devices enabling,32527137:p00252:c01:split-1|33107441:p00221:c11:split-1|34196069:p00307:c01:split-1|34022655:p00359:c10:split-1|32527137:p00223:c10:split-1
projected-c043,393,120,120,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.2043,q1 scheduled fy26 late begin june september august fy23 completed february october,40110459:p00334:c07:split-1|34357064:p00030:c08:split-1|34222788:p00097:c06:split-1|34380714:p00040:c06:split-1|34357064:p00030:c15:split-1
projected-c010,391,81,81,Establish disaster recovery sites and government cloud resilience for continuity of digital services,resilience_of_asset,0.3430,digitize govtech whole transformation accelerate agenda blocks foundations digitalization administration coordinated officials,33118666:p00254:c10:split-1|33602788:p00265:c04:split-1|31866361:p00145:c02:split-1|32093931:p00191:c05:split-1|40109413:p00055:c02:split-1
projected-c167,390,79,79,Establish regional frameworks for cross-border digital resilience cooperation,resilience_of_asset,0.3589,coherence continental recs coordination coordinate coordinating sdm member coordinated wardip focal joint,32321387:p00274:c08:split-1|34428613:p00263:c10:split-1|33830968:p00279:c02:split-1|40081960:p00161:c02:split-1|33753850:p00233:c03:split-1
projected-c037,389,31,31,Issue digital identity credentials to displaced and crisis-affected populations lacking documentation,digital_for_resilience,0.3754,nins nin nimc nigerians holders uin nidp nims nid nadra abis abroad,31747152:p00755:c05:split-1|31747152:p00502:c29:split-1|31747152:p00296:c01:split-1|31747152:p00605:c04:split-1|31747152:p00543:c09:split-1
projected-c206,389,72,72,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.2556,seats males females earn versus boys men male tertiary proportion parity employed,32108178:p00184:c03:split-1|32527137:p00159:c03:split-1|32626249:p00472:c02:split-1|32159890:p00184:c05:split-1|33345981:p00449:c06:split-1
projected-c173,385,73,73,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.4457,topography rainy hurricanes earthquakes cyclones variability tropical typhoons lying geophysical coastline droughts,33813209:p00202:c07:split-1|34310682:p00080:c02:split-1|34397339:p00226:c02:split-1|33812956:p00121:c02:split-1|31338295:p00124:c02:split-1
projected-c057,384,78,78,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.3178,digitalize digitize digitally deliver digitized digitalized uptake enabled centric services innovative delivery,33602788:p00227:c02:split-1|33107441:p00159:c04:split-1|31167658:p00308:c11:split-1|33835348:p00267:c10:split-1|31338295:p00154:c06:split-1
projected-c171,384,74,74,Build digital business continuity capacity for SMEs and micro-enterprises,digital_for_resilience,0.3309,icts diversification pathways unlock enabler entrepreneurship talent accelerating competitiveness economy complemented job,34388773:p00223:c06:split-1|34196069:p00287:c09:split-1|32527137:p00149:c04:split-1|32108178:p00286:c07:split-1|32093931:p00263:c01:split-1
projected-c191,384,72,72,Provide emergency connectivity to displaced populations in humanitarian settings,digital_for_resilience,0.3412,tvets extending rhds unconnected underserved expanding speed unserved hotspots broadband expansion extend,34022655:p00289:c01:split-1|33786588:p00201:c03:split-1|33118666:p00183:c05:split-1|40095037:p00220:c33:split-1|34022655:p00189:c04:split-1
projected-c175,381,107,107,Deploy digital platforms for emergency cash mobilization via mobile money,digital_for_resilience,0.2972,undisbursed xof rwf sdr disbursed cancel stood eur stands cancellation envelope billion,40100650:p00037:c13:split-1|40083718:p00043:c06:split-1|34456824:p00027:c10:split-1|34451087:p00030:c03:split-1|34428382:p00045:c04:split-1
projected-c249,381,88,88,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3960,consistency integrity guarantee proper transparent assurance trust maintain compliance continuity adequate establish,40042661:p00227:c44:split-1|31747152:p00601:c07:split-1|40031410:p00066:c06:split-1|33118666:p00205:c05:split-1|33706639:p00326:c06:split-1
projected-c020,380,75,75,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3456,budgetary delegation gifmis treasury proposal budget budgets budgeting mocd ifmis mof parliament,33786588:p00460:c02:split-1|33118666:p00444:c02:split-1|34194833:p00325:c11:split-1|31889872:p00399:c03:split-1|34022655:p00521:c02:split-1
projected-c103,380,65,65,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.2669,penetration suggests gdp likewise widely broadband increases fixed increased speed documented point,34196069:p00306:c18:split-1|32626249:p00409:c03:split-1|31866361:p00278:c01:split-1|32108178:p00749:c01:split-1|32626249:p00211:c03:split-1
projected-c052,379,97,97,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2077,recover adapt perform able complete prepare order take reach maintain fully deliver,34275965:p00233:c05:split-1|33786588:p00365:c17:split-1|31167658:p00254:c07:split-1|31338295:p00217:c11:split-1|40037981:p00048:c14:split-1
projected-c192,379,84,84,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3822,ethics observe thresholds procuring procured methods bids procurements elaborated procurement packages suppliers,33421881:p00233:c01:split-1|33421881:p00310:c01:split-1|31167658:p00487:c17:split-1|34196134:p00232:c01:split-1|33985963:p00409:c01:split-1
projected-c110,378,90,90,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.3186,bold masterplan blueprint ndts vision master articulated num sets ambitious advancing recognizes,33813209:p00136:c01:split-1|33835348:p00269:c12:split-1|32108178:p00582:c02:split-1|33786588:p00359:c04:split-1|34131348:p00139:c01:split-1
projected-c128,378,95,95,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.2640,tf aiib sdc unguaranteed suw ibrd afd counterpart eib sdr equivalent ida,34388773:p00175:c03:split-1|34196069:p00240:c10:split-1|34388773:p00170:c03:split-1|34388773:p00156:c02:split-1|34460895:p00120:c02:split-1
projected-c041,377,75,75,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.2956,invoices chart registers reconciliation recording ipsas accounting segregation asset controls keeping statements,31889872:p00397:c11:split-1|33602788:p00404:c04:split-1|33786588:p00372:c07:split-1|31167658:p00446:c05:split-1|33835348:p00414:c06:split-1
projected-c234,376,74,74,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.4658,gbv survivors exploitation sexual lens abuse violence prevention equality sh gender mainstreaming,33937854:p00301:c03:split-1|34103719:p00025:c12:split-1|40013198:p00222:c08:split-1|34222788:p00184:c03:split-1|33835348:p00326:c09:split-1
projected-c235,376,103,103,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.1677,none unable removed longer yet currently scope limited implemented used time,31167658:p00131:c06:split-1|34204848:p00212:c02:split-1|33053299:p00160:c07:split-1|31747152:p00663:c03:split-1|34327188:p00099:c31:split-1
projected-c266,375,66,66,Strengthen mobile money agent network resilience for cash-out during disruptions,resilience_of_asset,0.2441,repercussions downturn imbalances exacerbating contraction worsening slowdown pressures outlook inflows recession disrupted,32159890:p00194:c05:split-1|32971756:p00721:c15:split-1|32321387:p00128:c11:split-1|31866361:p00133:c23:split-1|33937854:p00453:c10:split-1
projected-c001,373,80,80,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.3162,govnet warning deploying stp argentina assist dpi wide contribute cybersecurity foundations optic,34460895:p00130:c07:split-1|34228623:p00158:c11:split-1|40031410:p00110:c04:split-1|31866361:p00194:c05:split-1|31167658:p00198:c07:split-1
projected-c204,371,78,78,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.3070,br gov bus courts gifmis portal shop g2b egovernment gp filing stop,31866361:p00179:c04:split-1|33835348:p00233:c05:split-1|33706639:p00369:c10:split-1|34228623:p00360:c04:split-1|33812956:p00203:c05:split-1
projected-c289,370,76,76,Establish disaster recovery sites and government cloud resilience for continuity of digital services,resilience_of_asset,0.4231,seamless securely duplication cloud shared interoperability govnet migration wide common computing hosting,40072597:p00107:c13:split-1|34310682:p00139:c07:split-1|40105151:p00078:c11:split-1|34201758:p00257:c14:split-1|31866361:p00268:c14:split-1
projected-c097,369,77,77,Diversify equipment vendor dependencies for telecom supply chain resilience,resilience_of_asset,0.3043,save lowering reductions reduce reducing optimize copper savings costs consumption reduced saving,31866282:p00172:c11:split-1|33822742:p00151:c05:split-1|33812956:p00144:c18:split-1|40037981:p00037:c24:split-1|34131348:p00235:c03:split-1
projected-c108,369,71,71,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.2650,reside forced excluded living unable displaced live otherwise marginalized exclusion care often,33786588:p00212:c04:split-1|33118666:p00251:c05:split-1|33822742:p00150:c10:split-1|31866361:p00424:c15:split-1|33191006:p00262:c13:split-1
projected-c160,366,75,75,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4348,paris ndcs nationally ndc nap ccdr decarbonization determined contributions adaptation goals contribution,32626249:p00232:c02:split-1|34228623:p00241:c01:split-1|34327188:p00220:c16:split-1|34196134:p00219:c01:split-1|34275965:p00172:c01:split-1
projected-c174,363,59,59,Build submarine cable redundancy through diverse routing,resilience_of_asset,0.3296,wacren principe nrens casamance groundnut basin tom ethernet ncipe station gabonese landing,40013198:p00131:c03:split-1|40087727:p00114:c16:split-1|40115059:p00715:c18:split-1|34049907:p00240:c02:split-1|34196069:p00159:c09:split-1
projected-c188,363,64,64,Scale mobile money for post-disaster person-to-person remittances,digital_for_resilience,0.2212,subsistence characterized fragile scarcity instability prospects insecurity concentrated informal inequality oil persistent,33937854:p00119:c03:split-1|34196134:p00092:c06:split-1|34429409:p00097:c08:split-1|33985963:p00121:c20:split-1|34201758:p00102:c01:split-1
projected-c066,360,95,95,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.2464,closing extension date deadline dates extend gif extended june month december january,34428382:p00041:c04:split-1|40095037:p00139:c03:split-1|34203125:p00036:c04:split-1|40109413:p00062:c01:split-1|34440132:p00050:c01:split-1
projected-c198,360,95,95,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2746,draws theory takes lessons builds designed reflects design complex structure cerc parent,31167658:p00202:c01:split-1|32159893:p00237:c08:split-1|33813209:p00325:c01:split-1|33107441:p00291:c06:split-1|32093931:p00382:c02:split-1
projected-c102,359,62,62,Deploy telemedicine and digital health platforms for continued healthcare access during crises,digital_for_resilience,0.2946,coronavirus containment outbreak closures invasion ukraine pandemic wake lockdown russia posed covid,34021975:p00026:c03:split-1|32971756:p00540:c05:split-1|33812956:p00241:c06:split-1|33118666:p00153:c02:split-1|34049907:p00385:c05:split-1
projected-c130,359,72,72,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.3246,lr gui bj ma regionally enterprise cert map drafting ta architecture gb,33118666:p00223:c01:split-1|33706639:p00202:c01:split-1|34388773:p00192:c01:split-1|33835348:p00218:c07:split-1|34049907:p00257:c01:split-1
projected-c093,357,83,83,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.3142,capacities strengthen capacity build enforcement ability enhance improve building boost strengthening institutional,34049907:p00461:c11:split-1|34327188:p00197:c23:split-1|33815663:p00243:c02:split-1|34429409:p00183:c03:split-1|34388773:p00208:c10:split-1
projected-c144,357,78,78,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3232,feasibility study assess preparatory studies preliminary options determine mapping pilot determined analysis,33844146:p00203:c03:split-1|33602788:p00604:c03:split-1|33844146:p00234:c14:split-1|32626249:p00363:c07:split-1|33107441:p00499:c01:split-1
projected-c148,357,71,71,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.2687,attracting crowd attract incentivize stimulate attractive investors investment private catalyze foreign encourage,32159893:p00345:c05:split-1|33844146:p00257:c05:split-1|32971756:p00198:c10:split-1|40080119:p00160:c03:split-1|34196069:p00208:c04:split-1
projected-c139,356,74,74,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3825,pfmu oagf fmis syscohada fpm fpfmd documented fmm budgeting pfm controls fm,33813209:p00305:c01:split-1|34429409:p00229:c01:split-1|40087727:p00225:c03:split-1|33813209:p00244:c01:split-1|34049907:p00474:c02:split-1
projected-c146,356,100,100,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.2404,moh affairs moe prime interior minepia justice minister ministry mof ministries moj,33813209:p00230:c16:split-1|33813209:p00301:c03:split-1|31167658:p00385:c15:split-1|34370345:p00084:c04:split-1|34004583:p00023:c11:split-1
projected-c114,355,67,67,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.4684,devoted lens emphasize sex disaggregated attention female participants pwds gender special equal,32093931:p00388:c22:split-1|33753850:p00220:c03:split-1|33191006:p00217:c01:split-1|33706639:p00291:c07:split-1|33937854:p00308:c02:split-1
projected-c042,353,76,76,Build digital business continuity capacity for SMEs and micro-enterprises,digital_for_resilience,0.3297,fueled increasingly rapidly technologies digitally greater accelerated adoption enabled models smes commerce,32626249:p00418:c04:split-1|33118666:p00294:c04:split-1|34338772:p00137:c10:split-1|33815663:p00281:c05:split-1|34394311:p00082:c02:split-1
projected-c201,353,69,69,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.2574,lags underdeveloped uneven nascent constrained peers behind barrier divide faces lacks uptake,34218724:p00099:c04:split-1|34338772:p00147:c16:split-1|33822742:p00154:c08:split-1|33844146:p00130:c06:split-1|33830968:p00155:c01:split-1
projected-c158,352,83,83,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.2421,cscs providers delivered service retail deliver agreements advisory offer consulting services cr,40100544:p00127:c18:split-1|33835348:p00162:c06:split-1|40072597:p00092:c03:split-1|31338295:p00164:c08:split-1|40007594:p00041:c06:split-1
projected-c231,352,83,83,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3689,sort ran sensitivity estimation evaluated relies score analyses evaluations assumptions treatment reasonable,34049907:p00349:c01:split-1|33830968:p00309:c01:split-1|34049898:p00315:c05:split-1|40095037:p00190:c10:split-1|33822742:p00330:c03:split-1
projected-c055,351,77,77,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.4129,harmonize harmonized regulatory frameworks vibrant legal cybercrime harmonization regulation modernize conducive laws,32093931:p00160:c02:split-1|33859017:p00040:c04:split-1|40110459:p00319:c04:split-1|34397339:p00169:c05:split-1|32108178:p00159:c02:split-1
projected-c263,351,72,72,"Implement AI and satellite-based measurement, reporting, and verification for climate commitments",digital_for_resilience,0.4390,greenhouse ghg emissions tons co2 gas emission usual footprint carbon generators minimizing,33812956:p00187:c14:split-1|33753850:p00186:c02:split-1|40115059:p00719:c09:split-1|34388773:p00169:c05:split-1|33937854:p00586:c13:split-1
projected-c030,350,86,86,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.1918,lr bj ga ma bcc gb iv ii iii indicator pdo people,33835348:p00219:c01:split-1|33835348:p00196:c01:split-1|32093931:p00192:c01:split-1|33835348:p00203:c01:split-1|33844146:p00201:c01:split-1
projected-c196,348,65,65,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.2279,lacks outdated absence lebanon fragmented lack insufficient limits still despite weak trusted,34388773:p00121:c07:split-1|33835349:p00141:c10:split-1|31338295:p00134:c01:split-1|34428613:p00107:c02:split-1|34460895:p00097:c02:split-1
projected-c233,346,90,90,Develop sovereign cloud and data residency policies for government continuity,resilience_of_asset,0.3651,ambition whole goi buy gob highest governments priorities committed government ability gog,33835348:p00147:c01:split-1|32159893:p00218:c02:split-1|33107441:p00505:c03:split-1|40028045:p00117:c12:split-1|33862093:p00191:c11:split-1
projected-c064,345,61,61,Diversify equipment vendor dependencies for telecom supply chain resilience,resilience_of_asset,0.3100,incentive commercially failure limits isps sps missing alone smaller retail presents limit,40110459:p00312:c07:split-1|34394311:p00189:c11:split-1|32321387:p00358:c16:split-1|32321387:p00360:c01:split-1|34194833:p00301:c03:split-1
projected-c162,344,33,33,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.5673,maize rice smallholder shea vegetables farmer farmers fertilizer crop crops smallholders livestock,31167658:p00199:c06:split-1|31167658:p00620:c05:split-1|31167658:p00621:c04:split-1|31167658:p00249:c08:split-1|31167658:p00615:c08:split-1
projected-c176,342,46,46,Establish regional frameworks for cross-border digital resilience cooperation,resilience_of_asset,0.4767,afcfta harmonized continent commerce position trade sdm leader border roaming harmonization integration,32108178:p00192:c05:split-1|34338772:p00276:c04:split-1|34338772:p00118:c06:split-1|32108178:p00189:c20:split-1|40087727:p00099:c15:split-1
projected-c216,341,66,66,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.3799,incentivize crowd crowding mobilize unlock attract stimulating invest catalyze ensured encourage catalytic,33786588:p00221:c03:split-1|40052992:p00146:c03:split-1|34338772:p00157:c04:split-1|34428613:p00122:c11:split-1|40042661:p00105:c19:split-1
projected-c012,340,98,98,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.2904,ifis credits aiib eib afd reconstruction retroactive ibrd ida loans miga financing,40077325:p00052:c03:split-1|34049907:p00303:c02:split-1|34196069:p00261:c02:split-1|32527137:p00140:c03:split-1|33835349:p00247:c04:split-1
projected-c014,340,81,81,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4008,bidder advantageous tendering bidders winning bid tenders tender bidding bids competitive auction,32971756:p00248:c05:split-1|34022655:p00362:c10:split-1|33815663:p00222:c08:split-1|33815663:p00235:c07:split-1|33107441:p00483:c03:split-1
projected-c086,339,88,88,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2525,dgted ia moitt mocit ootr agency implementing nita mict focal secretariat mcit,34201758:p00213:c02:split-1|34388773:p00243:c02:split-1|33813209:p00255:c01:split-1|33786588:p00376:c01:split-1|33835349:p00253:c01:split-1
projected-c015,338,76,76,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.2891,academia collaborate synergies encourage fostering mobilize foster innovative initiatives innovation drive partnerships,33813209:p00149:c20:split-1|32626249:p00377:c13:split-1|33786588:p00182:c10:split-1|32527137:p00251:c14:split-1|34394311:p00170:c05:split-1
projected-c140,338,111,111,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.1633,continues earlier yet continue much now remain largely remains continued despite still,40013198:p00190:c02:split-1|34131348:p00134:c09:split-1|32108178:p00153:c05:split-1|33118666:p00149:c05:split-1|33602788:p00131:c10:split-1
projected-c007,337,80,80,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.2632,arme reinforced building capacity strengthened dinas institutional capacities officials mitigated strengthening participating,31747152:p00607:c01:split-1|32527137:p00234:c01:split-1|34201758:p00129:c03:split-1|33786588:p00340:c11:split-1|34397339:p00169:c04:split-1
projected-c025,337,109,109,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2328,outlive timeframe closure beyond cycle duration envisaged continue closing life remaining date,34254903:p00256:c03:split-1|33822742:p00185:c10:split-1|34397339:p00223:c07:split-1|33602788:p00560:c10:split-1|32108178:p00736:c06:split-1
projected-c281,337,77,77,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2867,interviews comparative learned deployments lessons analytical elsewhere tz convening experiences id4d draws,34327188:p00189:c01:split-1|31338295:p00203:c01:split-1|33985963:p00290:c09:split-1|40034360:p00143:c05:split-1|33786588:p00359:c02:split-1
projected-c138,336,86,86,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.2608,believe afdb lending world adversely financed bank portfolio funded wbg wb ifc,33706639:p00411:c03:split-1|33602788:p00292:c03:split-1|32321387:p00426:c13:split-1|33937854:p00311:c04:split-1|31889872:p00412:c06:split-1
projected-c245,336,71,71,Diversify equipment vendor dependencies for telecom supply chain resilience,resilience_of_asset,0.2472,diversify generating stimulate job boosting incomes generate jobs diversification prosperity productivity growth,40100544:p00108:c13:split-1|34049907:p00139:c08:split-1|33118666:p00291:c14:split-1|33118666:p00360:c11:split-1|32527137:p00129:c06:split-1
projected-c063,335,64,64,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3227,taxpayers transparency customs accountability leakages tax pfm modernize revenue corruption transparent efficiency,40119486:p00009:c08:split-1|33706639:p00369:c13:split-1|33191006:p00171:c02:split-1|33753850:p00191:c02:split-1|33421881:p00345:c08:split-1
projected-c081,335,98,98,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3282,lesson theory lessons assumptions builds idea figure pillar approach interventions context change,31747152:p00677:c20:split-1|34397339:p00214:c02:split-1|34228623:p00224:c07:split-1|31167658:p00376:c18:split-1|32971756:p00281:c03:split-1
projected-c185,335,62,62,Design social registries with dynamic expansion capability for rapid shock response,digital_for_resilience,0.1880,malicious calls software cloud platform specialist number electronic user center users identification,33937854:p00415:c01:split-1|33118666:p00236:c01:split-1|33602788:p00381:c01:split-1|33602788:p00380:c01:split-1|31747152:p00595:c01:split-1
projected-c283,335,83,83,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.2573,furnished furnish semester quarter calendar days submitted semiannual six audited unaudited later,34428613:p00244:c14:split-1|33421881:p00306:c08:split-1|31167658:p00450:c10:split-1|33815663:p00443:c05:split-1|34196069:p00408:c04:split-1
projected-c299,334,76,76,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.2662,delivery improve quality service deliver healthcare improving efficiency improved better enhance efficient,31338295:p00197:c10:split-1|34022655:p00388:c08:split-1|33421881:p00166:c03:split-1|34397339:p00383:c04:split-1|31338295:p00204:c06:split-1
projected-c051,333,84,84,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3920,mitigate mitigated risks complexity extensive considered nature moderate risk elements reviewed assessed,32108178:p00320:c07:split-1|33822742:p00289:c10:split-1|33862093:p00298:c15:split-1|33706639:p00432:c01:split-1|31747152:p00234:c03:split-1
projected-c254,333,63,63,Ensure cybersecurity of digital payment platforms and mobile money rails,resilience_of_asset,0.5090,cashless transact accept wallets wallet merchants wholesalers acceptance remittances payments payment money,40052992:p00109:c06:split-1|40052992:p00188:c15:split-1|32108178:p00601:c02:split-1|40028045:p00230:c16:split-1|33602788:p00493:c32:split-1
projected-c111,330,86,86,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3671,combating deliverables bid specifications bidding envisaged procured preventing consultancy reference carrying proposals,33191006:p00482:c06:split-1|33786588:p00376:c02:split-1|33786588:p00519:c02:split-1|33107441:p00399:c04:split-1|34310682:p00259:c03:split-1
projected-c182,330,91,91,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3421,refund denominated paid fee amounts student reimbursement loans dollars pay fees payments,32971756:p00200:c15:split-1|33862093:p00415:c08:split-1|40100544:p00206:c10:split-1|33937854:p00398:c03:split-1|34131348:p00314:c13:split-1
projected-c242,329,68,68,Diversify equipment vendor dependencies for telecom supply chain resilience,resilience_of_asset,0.2824,ecommerce economies markets enter chains trade customers engage larger attract expand companies,33835349:p00262:c06:split-1|40072597:p00123:c14:split-1|40072597:p00092:c08:split-1|32971756:p00300:c10:split-1|31167658:p00130:c04:split-1
projected-c074,328,78,78,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.3006,campus lgas endline wifi km length tvets connected schools terrestrial fttp localities,34228859:p00025:c19:split-1|34022655:p00241:c02:split-1|40034360:p00232:c36:split-1|34354456:p00039:c03:split-1|40105675:p00077:c03:split-1
projected-c197,328,87,87,Use anonymized mobile network data for real-time population displacement tracking during disasters,digital_for_resilience,0.2450,malicious calls deaths numbers nearly reported number cases registered total approximately emergencies,33822742:p00140:c04:split-1|40100544:p00104:c11:split-1|31889872:p00364:c04:split-1|32108178:p00251:c03:split-1|34303107:p00077:c10:split-1
projected-c181,327,81,81,"Implement AI and satellite-based measurement, reporting, and verification for climate commitments",digital_for_resilience,0.3164,measured midterm measurement satisfaction tracked measuring monitored surveys indicators gems intermediate achievement,34397339:p00186:c34:split-1|34428613:p00276:c01:split-1|34196069:p00284:c04:split-1|31167658:p00510:c02:split-1|31747152:p00291:c01:split-1
projected-c186,326,86,86,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2433,copcd pmu pit pcu moitt mfdp deputy msas ecsu mcten secti ugpe,34310682:p00173:c03:split-1|34429409:p00203:c01:split-1|33844146:p00265:c01:split-1|32527137:p00293:c13:split-1|33813209:p00230:c06:split-1
projected-c005,324,79,79,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3514,pims pim pom sops detail composition tors lmp tor roles format rpf,34049907:p00476:c03:split-1|31747152:p00350:c07:split-1|31866361:p00351:c14:split-1|33191006:p00462:c02:split-1|33813209:p00298:c15:split-1
projected-c143,324,89,89,"Enable digital credit, savings, and microinsurance products to build household liquidity buffers",digital_for_resilience,0.2684,front financially invest sustain investments capex viability cash matching cover capital revenues,34218724:p00160:c05:split-1|33753850:p00240:c05:split-1|40031410:p00110:c02:split-1|40031410:p00129:c05:split-1|33822742:p00289:c08:split-1
projected-c150,324,88,88,Design social registries with dynamic expansion capability for rapid shock response,digital_for_resilience,0.2617,installed deploying deployed deploy operate upgrade software specifications hardware deployment operational power,32093931:p00311:c29:split-1|34338772:p00175:c03:split-1|32527137:p00189:c13:split-1|34440132:p00046:c10:split-1|33937854:p00164:c08:split-1
projected-c075,323,86,86,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2910,integrate implement processes architecture transition manage adopt complex change systems effectively accelerate,34049898:p00285:c25:split-1|31338295:p00339:c18:split-1|34196069:p00491:c09:split-1|31747152:p00684:c11:split-1|40113005:p00050:c28:split-1
projected-c092,323,64,64,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.5908,resistant proofing aftermath resilient uninterrupted resilience resiliency preparedness flood disaster driver weather,34275965:p00095:c02:split-1|33118666:p00263:c16:split-1|34388773:p00275:c06:split-1|33107441:p00626:c03:split-1|33844146:p00189:c02:split-1
projected-c142,323,75,75,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2873,tribunal workplan auditor opinion auditors audited supreme audit auditing statements audits qualification,33830968:p00383:c06:split-1|33862093:p00285:c03:split-1|34327188:p00243:c07:split-1|34254903:p00185:c01:split-1|32626249:p00309:c02:split-1
projected-c211,322,82,82,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2770,throughout involved cycle implemented implementation implement arrangements figure implementing actions effectiveness table,31747152:p00583:c11:split-1|33822742:p00290:c25:split-1|33830968:p00314:c06:split-1|34310682:p00197:c04:split-1|31747152:p00744:c05:split-1
projected-c121,321,96,96,Deploy digital platforms for emergency cash mobilization via mobile money,digital_for_resilience,0.2992,uncommitted funding student spending eligible rapid funds expenditures fund fees reallocation subsidy,31167658:p00452:c08:split-1|34429409:p00210:c06:split-1|33813209:p00308:c15:split-1|33813209:p00308:c06:split-1|34218724:p00124:c05:split-1
projected-c312,320,73,73,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.2828,fy17 fy18 fy16 fy25 twin fy21 cpf fy19 partnership ending fy22 fcv,33844146:p00160:c01:split-1|32527137:p00144:c01:split-1|34131348:p00155:c01:split-1|32626249:p00144:c01:split-1|33815663:p00171:c01:split-1
projected-c179,319,65,65,Establish infrastructure sharing and emergency roaming policies between telecom operators,resilience_of_asset,0.3550,airtel kt safaricom orange digicel mtn monopoly ethio camtel dominant mnos privatization,33844146:p00315:c04:split-1|34194833:p00107:c06:split-1|33815663:p00277:c05:split-1|34228623:p00148:c17:split-1|33835348:p00142:c07:split-1
