cluster_id,size,n_projects,n_documents,nearest_reference,nearest_reference_direction,cosine,top_terms,exemplar_clause_ids
raw-c034,396,65,65,Deploy climate-resilient fiber-to-the-premises in hazard-prone areas,resilience_of_asset,0.6047,copper fibers ftth gbps optical cellular microwave fttp underground aerial ace speeds,34397339:p00385:c11:split-1|34394311:p00142:c06:split-1|33937854:p00152:c02:split-1|40017533:p00130:c07:split-1|34254903:p00127:c03:split-1
raw-c065,394,84,84,Deploy digital education continuity platforms for remote learning during crises,digital_for_resilience,0.3605,diploma trainer workshop conference trainees trainers train trained trainings satisfied courses curriculum,34049898:p00522:c03:split-1|34397339:p00337:c09:split-1|34310682:p00193:c09:split-1|40028045:p00162:c05:split-1|33786588:p00228:c02:split-1
raw-c133,393,92,92,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.2389,pessimistic optimistic exceed stands reaching representing figures calls neutral percent almost scenario,31167658:p00648:c05:split-1|34327188:p00211:c04:split-1|40013198:p00345:c02:split-1|32093931:p00396:c21:split-1|34228623:p00212:c04:split-1
raw-c122,390,86,86,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4043,consumables diem rental supplies retroactive finance finances eib financed expenses consultancy salaries,40072597:p00142:c02:split-1|33191006:p00358:c01:split-1|33813209:p00270:c22:split-1|33813209:p00190:c04:split-1|33835349:p00211:c11:split-1
raw-c002,388,70,70,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.5842,wi fi tvets hotspots unserved schools unconnected affordable benefit connecting enhanced offices,40095037:p00220:c33:split-1|34429409:p00136:c03:split-1|32321387:p00206:c15:split-1|33107441:p00221:c05:split-1|31866361:p00153:c06:split-1
raw-c007,386,74,74,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.3014,believe excluded unable otherwise cannot adversely likely difficult able less face affected,31747152:p00128:c11:split-1|34201758:p00179:c05:split-1|32159893:p00189:c12:split-1|32108178:p00313:c08:split-1|31747152:p00209:c08:split-1
raw-c267,386,74,74,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.4871,lags obstacle underdeveloped impede hindered lacks outdated taxation nascent inefficient limits constrained,33835349:p00141:c10:split-1|34218724:p00099:c04:split-1|34388773:p00121:c07:split-1|31338295:p00134:c01:split-1|33191006:p00273:c02:split-1
raw-c274,385,95,95,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3353,restructuring rationale restructured seeks removed proposes changes processed rf cancellation second proposed,34004583:p00030:c09:split-1|40105151:p00049:c03:split-1|40110522:p00051:c07:split-1|40105675:p00125:c19:split-1|34456824:p00079:c02:split-1
raw-c049,384,71,71,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.5393,devoted tackling retention empowering mentorship empowerment female women girls youth associations entrepreneurs,34429409:p00268:c17:split-1|40087727:p00192:c08:split-1|32971756:p00506:c05:split-1|32093931:p00296:c03:split-1|34254903:p00113:c11:split-1
raw-c102,384,81,81,Implement digital platforms for port and maritime supply chain resilience,digital_for_resilience,0.5242,macro enhancement foundations digitization contribute investing mongolia broader enablers thereby competitiveness cpf,31866361:p00194:c05:split-1|34228623:p00158:c11:split-1|33118666:p00257:c09:split-1|32093931:p00263:c01:split-1|40042661:p00187:c21:split-1
raw-c156,384,50,50,Issue digital identity credentials to displaced and crisis-affected populations lacking documentation,digital_for_resilience,0.4777,nimc nin nigerians immigration nins citizenship npopc nadra nidp births act deaths,31747152:p00755:c05:split-1|31747152:p00779:c04:split-1|31747152:p00296:c01:split-1|31747152:p00502:c29:split-1|31747152:p00414:c11:split-1
raw-c158,384,97,97,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3583,a2 annexes annex summarized a3 section a1 table elaborated schedule details paragraph,32108178:p00518:c06:split-1|33706639:p00393:c07:split-1|34429409:p00121:c06:split-1|32159893:p00168:c03:split-1|33602788:p00332:c02:split-1
raw-c135,383,75,75,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.4352,diversified diversify diversification prosperity structural competitiveness conducive job creation drive transform boosting,33822742:p00154:c05:split-1|34338772:p00147:c20:split-1|31167658:p00201:c23:split-1|40087727:p00110:c10:split-1|31889872:p00131:c04:split-1
raw-c235,382,65,65,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4118,crowd incentivize mobilize catalytic attracting attract private attractive crowding encourage investors catalyze,33844146:p00257:c05:split-1|40080119:p00160:c03:split-1|34388773:p00177:c15:split-1|32159893:p00345:c05:split-1|40042661:p00181:c02:split-1
raw-c090,381,70,70,Strengthen mobile money agent network resilience for cash-out during disruptions,resilience_of_asset,0.3792,undervaluation vested excessive liquidity shortages appetite scarcity crowding affecting interests characterized macroeconomic,34194833:p00107:c02:split-1|33985963:p00356:c09:split-1|32971756:p00736:c05:split-1|34228623:p00278:c04:split-1|32321387:p00358:c16:split-1
raw-c187,378,85,85,Deploy crowdsourced disaster reporting and social media monitoring for situational awareness,digital_for_resilience,0.4582,collect store datasets analyze collecting produce collected databases collection analytics statistics sources,34428613:p00204:c05:split-1|34275965:p00155:c08:split-1|40007594:p00044:c07:split-1|33830968:p00228:c12:split-1|40072597:p00160:c04:split-1
raw-c121,377,87,87,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3285,piu spiu ciu pius housed established mict dedicated pcu staffing recently created,34192090:p00051:c01:split-1|31889872:p00235:c03:split-1|34196069:p00277:c03:split-1|32093931:p00241:c01:split-1|34388773:p00281:c12:split-1
raw-c243,376,96,96,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3919,throughout cycle involved implementation effectiveness parent implemented implement life reflect actions implementing,31747152:p00583:c11:split-1|31747152:p00744:c05:split-1|34310682:p00197:c04:split-1|33822742:p00290:c25:split-1|32971756:p00429:c06:split-1
raw-c134,375,80,80,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.4045,weak insufficient lacks inadequate compounded lack cscs limited equipped weaknesses constraints capacities,34327188:p00242:c03:split-1|32321387:p00275:c04:split-1|31338295:p00246:c05:split-1|33812956:p00299:c02:split-1|32321387:p00273:c01:split-1
raw-c028,372,72,72,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.5153,dividends diagnostic highlights nascent recognizes diversification accelerating forward importance highlighted investing contribution,40072597:p00095:c03:split-1|32108178:p00584:c05:split-1|33813209:p00149:c13:split-1|40045816:p00400:c01:split-1|34428613:p00103:c06:split-1
raw-c143,371,100,100,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4838,procurable procurements thresholds fit deliverables packages procured bidding items stages procurement documents,34196069:p00489:c03:split-1|33786588:p00528:c04:split-1|31167658:p00481:c01:split-1|33862093:p00359:c02:split-1|33937854:p00239:c05:split-1
raw-c312,370,78,78,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4148,vii iv iii ii vi recommendations mapping campaigns guidance feasibility cr establishing,31167658:p00611:c15:split-1|33753850:p00265:c03:split-1|31866282:p00095:c06:split-1|31167658:p00616:c01:split-1|33844146:p00213:c07:split-1
raw-c061,369,75,75,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.6401,iru ducts fttp indefeasible passive station landing poles govnet backhaul cables optical,34049907:p00593:c02:split-1|34194833:p00357:c03:split-1|40042661:p00190:c09:split-1|34460895:p00178:c06:split-1|40042661:p00158:c06:split-1
raw-c076,368,107,107,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3896,draws theory takes lessons builds reflects complex complexity parent design original structure,32093931:p00382:c02:split-1|31167658:p00202:c01:split-1|34275965:p00150:c01:split-1|33107441:p00291:c06:split-1|33822742:p00294:c17:split-1
raw-c132,368,90,90,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4065,consultancies finance ce financed subcomponents description ta matching complement hardware specifically installation,33786588:p00203:c09:split-1|33191006:p00212:c04:split-1|32044477:p00034:c04:split-1|34228623:p00183:c12:split-1|34327188:p00155:c01:split-1
raw-c060,367,83,83,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4054,supports pillar help complement contribute area farmers positive directly objective villages benefit,33706639:p00330:c02:split-1|33706639:p00333:c03:split-1|34254903:p00104:c19:split-1|33835349:p00214:c06:split-1|33815663:p00171:c11:split-1
raw-c174,367,77,77,Diversify equipment vendor dependencies for telecom supply chain resilience,resilience_of_asset,0.4374,competition markets customers economies entry attract players market competitive consumers prices products,32626249:p00176:c04:split-1|33862093:p00168:c15:split-1|31866361:p00304:c12:split-1|32321387:p00404:c15:split-1|33815663:p00271:c09:split-1
raw-c176,367,78,78,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4202,positioned collaborating twin uniquely brings ending convening wbg corporation imf ifc unicef,40072597:p00146:c01:split-1|33985963:p00161:c01:split-1|31866282:p00106:c03:split-1|34275965:p00145:c01:split-1|40052992:p00233:c12:split-1
raw-c188,367,99,99,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3806,incurred retroactive stipulated appraisal expenses agreements incremental eligible expenditures agreement statement recipient,31889872:p00388:c02:split-1|33602788:p00381:c04:split-1|34327188:p00276:c13:split-1|32321387:p00218:c03:split-1|32108178:p00612:c02:split-1
raw-c042,366,100,100,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4443,evaluations feasibility assess assessment preliminary conducted studies preparatory assessments study assessed reviews,34049907:p00349:c01:split-1|33830968:p00309:c01:split-1|34397339:p00238:c06:split-1|33830968:p00309:c04:split-1|34428613:p00229:c04:split-1
raw-c008,365,79,79,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4542,fy17 fy18 fy16 fy25 cpf rebuilding fy21 partnership twin ida19 fcv fy23,33844146:p00160:c01:split-1|32527137:p00144:c01:split-1|34131348:p00155:c01:split-1|32626249:p00144:c01:split-1|34204848:p00133:c01:split-1
raw-c014,364,69,69,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.5280,damaging severity river threaten droughts storm susceptible hazard intense floods precipitation landslides,31167658:p00207:c08:split-1|34049898:p00230:c07:split-1|34338772:p00681:c03:split-1|31338295:p00174:c05:split-1|32626249:p00436:c04:split-1
raw-c155,364,83,83,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.4125,cscs customer providers offer accessing delivered retail service services deliver advisory users,40100544:p00127:c18:split-1|40081960:p00127:c11:split-1|33835348:p00147:c11:split-1|31167658:p00609:c09:split-1|34228623:p00252:c02:split-1
raw-c286,364,55,55,Provide emergency connectivity to displaced populations in humanitarian settings,digital_for_resilience,0.3891,tensions sociopolitical insurgency armed violent tigray insecurity fragile conflict somali protracted instability,34194833:p00096:c07:split-1|34194833:p00106:c09:split-1|33835348:p00124:c07:split-1|40080119:p00237:c03:split-1|34194833:p00098:c02:split-1
raw-c003,361,91,91,Use anonymized mobile network data for real-time population displacement tracking during disasters,digital_for_resilience,0.3790,ages aged adults deaths age adult displaced population people nearly registered approximately,34049907:p00636:c06:split-1|31866361:p00285:c11:split-1|32159893:p00297:c01:split-1|40095037:p00155:c10:split-1|33786588:p00421:c07:split-1
raw-c056,361,76,76,Implement digital platforms for port and maritime supply chain resilience,digital_for_resilience,0.4716,blockchain vendor apps artificial lock modular technological innovative interoperable intelligence neutral technology,31747152:p00574:c28:split-1|33786588:p00250:c04:split-1|32159893:p00192:c02:split-1|34049898:p00523:c18:split-1|31338295:p00142:c11:split-1
raw-c123,359,67,67,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.5252,surpass star seal battery wind lighting renewable solar pue batteries ee cooling,31889872:p00185:c03:split-1|34310682:p00146:c07:split-1|34204848:p00153:c16:split-1|40034360:p00206:c04:split-1|34428613:p00176:c10:split-1
raw-c283,359,71,71,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.5608,topography hurricanes notre dame earthquakes cyclones hurricane nd lying rain geophysical variability,33813209:p00202:c07:split-1|31338295:p00124:c02:split-1|33813209:p00130:c01:split-1|34310682:p00080:c02:split-1|33602788:p00558:c05:split-1
raw-c013,358,64,64,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.4386,dropout pregnancy prevalence boys parity marriage pronounced versus inequality tertiary force men,32971756:p00128:c01:split-1|33786588:p00133:c03:split-1|32971756:p00666:c01:split-1|33815663:p00166:c04:split-1|34022655:p00145:c01:split-1
raw-c083,358,94,94,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3126,need requiring necessary needs needed sufficient deemed required requires require adequate appropriate,33191006:p00160:c09:split-1|33867703:p00029:c12:split-1|40095037:p00171:c07:split-1|34103719:p00037:c07:split-1|32093931:p00305:c07:split-1
raw-c118,358,95,95,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3327,outlive seek envisaged aims intended seeks anticipated designed expected scope take continue,32321387:p00158:c16:split-1|34194833:p00321:c14:split-1|32527137:p00244:c01:split-1|31167658:p00600:c01:split-1|33191006:p00199:c05:split-1
raw-c247,358,89,89,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4049,specialists specialist assistant recruit recruited officer experts expert coordinator recruiting staffed consultants,32108178:p00278:c03:split-1|40052992:p00248:c06:split-1|34429409:p00203:c04:split-1|32159893:p00202:c05:split-1|34022655:p00383:c06:split-1
raw-c287,357,76,76,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.4809,buy academia whole stakeholders dialogue leadership involving political highest require commitment strong,33345981:p00370:c01:split-1|34275965:p00150:c10:split-1|31866361:p00243:c01:split-1|33706639:p00341:c02:split-1|40080119:p00164:c11:split-1
raw-c295,356,68,68,Develop interoperability standards across humanitarian and government digital response systems,resilience_of_asset,0.6158,geospatial machine policymaking gems statistical geo formats datasets analytics big dissemination spatial,33602788:p00235:c02:split-1|40109413:p00057:c03:split-1|34049907:p00584:c10:split-1|40072597:p00121:c05:split-1|33830968:p00179:c02:split-1
raw-c314,356,109,109,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4453,scorecard cris rf corporate indicators targets revise results adjust intermediate revisions indicator,34456824:p00061:c04:split-1|40115517:p00039:c11:split-1|34295403:p00032:c04:split-1|34357064:p00040:c01:split-1|34295403:p00138:c08:split-1
raw-c087,355,90,90,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.4012,ability strengthened improvements improve boost better enhance upgrade strengthen help increase make,34131348:p00266:c03:split-1|40100544:p00139:c11:split-1|34194833:p00187:c04:split-1|40110522:p00053:c30:split-1|31747152:p00407:c03:split-1
raw-c151,355,95,95,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4240,mntic doit dgted moitt mocit cntippee psmgg po moecct housed pmo pmu,33835349:p00253:c01:split-1|32527137:p00293:c13:split-1|33835349:p00271:c07:split-1|33107441:p00237:c04:split-1|40115059:p00913:c29:split-1
raw-c197,355,88,88,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4082,pims fpm pim pom om chapter manual documented composition detailed forth detail,33830968:p00400:c07:split-1|34338772:p00218:c13:split-1|34194833:p00251:c15:split-1|33862093:p00248:c16:split-1|34380714:p00041:c05:split-1
raw-c254,354,74,74,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3915,safeguarded accurate iv audits auditors assets auditor statement accounting auditing reliable fraud,34204848:p00291:c05:split-1|33862093:p00385:c02:split-1|33191006:p00430:c09:split-1|34131348:p00309:c01:split-1|33815663:p00438:c06:split-1
raw-c281,354,74,74,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.5541,populations disabilities equitable displaced vulnerable indigenous marginalized otherwise targeting groups refugees elderly,40095037:p00220:c35:split-1|34196069:p00234:c02:split-1|40087727:p00230:c07:split-1|34204848:p00128:c22:split-1|34428613:p00157:c02:split-1
raw-c000,352,113,113,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.2804,helped beginning underway started decade now much yet far effort efforts continues,40081960:p00096:c05:split-1|33985963:p00287:c15:split-1|40052992:p00116:c04:split-1|33835348:p00135:c02:split-1|40037981:p00038:c14:split-1
raw-c198,351,70,70,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4778,miga guarantees ifc maximizing mobilizing mfd multilateral intermediary corporation risking lending mobilization,34194833:p00150:c14:split-1|34049907:p00390:c10:split-1|34429409:p00120:c01:split-1|34022655:p00227:c02:split-1|33107441:p00191:c07:split-1
raw-c222,351,76,76,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4166,fms fpfmd fm adequacy mfd arrangements staffing specialist function supervision af qualified,33862093:p00280:c15:split-1|33862093:p00280:c01:split-1|40028045:p00138:c04:split-1|34254903:p00229:c07:split-1|33830968:p00310:c05:split-1
raw-c264,351,110,110,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3285,closing timeframe date achievable extension extend closure became timeline extended restructured june,40109413:p00086:c05:split-1|40007594:p00038:c05:split-1|34295403:p00083:c03:split-1|34428382:p00041:c04:split-1|34440132:p00050:c01:split-1
raw-c278,351,82,82,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4931,verify assurance proper safeguard compliance transparent timely minimize controls accountability monitor adequate,31747152:p00601:c07:split-1|33835348:p00158:c07:split-1|33706639:p00326:c06:split-1|33813209:p00223:c06:split-1|40042661:p00227:c44:split-1
raw-c051,350,84,84,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.4286,participates attributions rpcc cpcc thereafter composition pit pcu pic committees direction representative,34310682:p00173:c03:split-1|40087727:p00226:c03:split-1|34310682:p00254:c11:split-1|33867703:p00033:c10:split-1|33345981:p00239:c02:split-1
raw-c161,350,70,70,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4276,variables sensitivity estimation calculations cba ran assumptions calculate optimistic relies pessimistic methodology,34397339:p00218:c05:split-1|31747152:p00132:c08:split-1|40081960:p00187:c05:split-1|31889872:p00478:c01:split-1|34397339:p00369:c13:split-1
raw-c030,349,99,99,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4248,operationalize implement steps phases implemented put action actions inform implementing implementation plans,33345981:p00156:c05:split-1|33835349:p00239:c11:split-1|33844146:p00364:c03:split-1|32626249:p00257:c10:split-1|34131348:p00302:c08:split-1
raw-c077,349,93,93,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4438,bnr banco brasil denominated sefaz opened xaf segregated signatories dollar bceao dollars,34049907:p00486:c03:split-1|40017533:p00176:c01:split-1|34049907:p00487:c02:split-1|33345981:p00378:c02:split-1|33421881:p00299:c02:split-1
raw-c106,348,110,110,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3130,later date scheduled timeframe days months closing extension effectiveness calendar month recipient,40096777:p00045:c06:split-1|34440132:p00046:c05:split-1|34307768:p00043:c03:split-1|34303107:p00068:c03:split-1|34295403:p00113:c03:split-1
raw-c219,348,74,74,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.4433,institutes skill tvet trainings courses trainers sessions train vocational graduates ciras training,40087727:p00186:c06:split-1|33822742:p00247:c02:split-1|32159893:p00268:c04:split-1|34049898:p00515:c09:split-1|33602788:p00496:c05:split-1
raw-c306,348,73,73,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.5333,nap ndcs paris nationally ndc decarbonization determined contributions goals convention contribution adaptation,34428613:p00121:c02:split-1|34327188:p00220:c16:split-1|40017533:p00133:c05:split-1|32093931:p00168:c02:split-1|40052992:p00120:c02:split-1
raw-c315,347,103,103,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3650,encountered delayed delays slow compounded delay faced fragmented pace resulted complexity restrictions,40055094:p00047:c02:split-1|40096777:p00041:c03:split-1|40100650:p00038:c02:split-1|34295403:p00078:c03:split-1|40100650:p00044:c02:split-1
raw-c170,346,77,77,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.5063,dom viii reengineering enterprise death architecture digitizing unified migration digitalized portal vi,34443340:p00040:c05:split-1|40100544:p00139:c03:split-1|40100544:p00147:c13:split-1|34460895:p00129:c07:split-1|34428613:p00165:c04:split-1
raw-c293,346,50,50,"Enable digital credit, savings, and microinsurance products to build household liquidity buffers",digital_for_resilience,0.6633,microfinance fintech dfs msmes products micro money insurance inclusion banking informal transfers,32159893:p00220:c03:split-1|33602788:p00493:c27:split-1|32108178:p00553:c04:split-1|40117525:p00054:c09:split-1|40117525:p00010:c18:split-1
raw-c294,346,68,68,Scale mobile money for post-disaster person-to-person remittances,digital_for_resilience,0.3793,disproportionately inequality incomes inequalities remittances poverty displacement socioeconomic livelihoods unemployment affecting food,32971756:p00131:c03:split-1|40052992:p00103:c07:split-1|33118666:p00251:c05:split-1|33191006:p00487:c06:split-1|31866361:p00133:c23:split-1
raw-c303,344,71,71,Build digital business continuity capacity for SMEs and micro-enterprises,digital_for_resilience,0.5158,fueled rapidly increasingly technologies come economies greater accelerated consumer adoption commerce businesses,32626249:p00418:c04:split-1|33118666:p00294:c04:split-1|33107441:p00633:c01:split-1|33786588:p00177:c05:split-1|33345981:p00194:c07:split-1
raw-c048,343,101,101,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4041,indicator score modified changed intermediate indicators rationale dropped corporate measured pdo added,40117525:p00050:c15:split-1|34325711:p00041:c01:split-1|31167658:p00510:c01:split-1|40105675:p00087:c06:split-1|33830968:p00181:c02:split-1
raw-c117,343,68,68,Establish financial consumer protection frameworks for digital lending during crises,digital_for_resilience,0.3703,downturn ukraine tourist containment infections invasion recession russia hit coronavirus war outbreak,33191006:p00374:c02:split-1|33813209:p00124:c04:split-1|33345981:p00138:c17:split-1|32108178:p00136:c09:split-1|40052992:p00103:c05:split-1
raw-c299,343,77,77,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4526,villages districts roads zones regions northern rehabilitation treatment mapping localities settlements pilot,33835348:p00202:c03:split-1|32159893:p00347:c02:split-1|33706639:p00296:c02:split-1|31167658:p00535:c11:split-1|33191006:p00346:c02:split-1
raw-c301,343,74,74,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4759,ipsas gifmis treasury instructions ifmis chart maintains budgetary accounting mocd documented accounts,33118666:p00444:c02:split-1|34204848:p00302:c02:split-1|31889872:p00399:c03:split-1|34310682:p00278:c02:split-1|34397339:p00243:c33:split-1
raw-c100,342,75,75,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.5178,livelihoods smallholder prosperity farmers poorest chains incomes aid food poverty agricultural targeting,33985963:p00153:c24:split-1|33706639:p00279:c03:split-1|34275965:p00102:c14:split-1|34022655:p00183:c11:split-1|31167658:p00618:c16:split-1
raw-c094,341,78,78,Establish digital accessibility standards for persons with disabilities in crisis services,resilience_of_asset,0.5015,accessed accessibility universally accessible universal disabilities means users allowing devices usage user,33815663:p00427:c03:split-1|34310682:p00099:c10:split-1|34204848:p00189:c15:split-1|33835348:p00180:c13:split-1|31747152:p00568:c02:split-1
raw-c245,338,69,69,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.6020,imminent relief uncommitted swiftly crises emergencies pandemics albeit agile disseminate balances alerts,31338295:p00139:c09:split-1|33822742:p00440:c04:split-1|34022655:p00437:c05:split-1|33191006:p00251:c06:split-1|33862093:p00228:c02:split-1
raw-c255,338,87,87,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.4717,managerial assistance advisory ta technical workshops building transfer trainings capacity pilot specifications,34204848:p00290:c05:split-1|40100544:p00170:c02:split-1|33835348:p00136:c10:split-1|34022655:p00312:c04:split-1|34194833:p00127:c04:split-1
raw-c256,338,95,95,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3553,cleared reviewed negotiations agreed world ibrd bank approved acceptable wb received submitted,32159893:p00558:c03:split-1|31167658:p00487:c20:split-1|33706639:p00567:c03:split-1|32108178:p00414:c09:split-1|31747152:p00431:c06:split-1
raw-c016,336,80,80,Establish regional frameworks for cross-border digital resilience cooperation,resilience_of_asset,0.5054,bold strat ndp ndts vision rique blueprint articulated num te au ivoire,34049907:p00171:c04:split-1|32159890:p00130:c14:split-1|34429409:p00117:c05:split-1|33830968:p00167:c05:split-1|33862093:p00144:c10:split-1
raw-c041,336,72,72,Build digital business continuity capacity for SMEs and micro-enterprises,digital_for_resilience,0.5096,literacy entrepreneurship matching ii content ups iii skills partnerships innovation iv competitiveness,33835349:p00160:c06:split-1|33813209:p00136:c05:split-1|33822742:p00224:c01:split-1|32527137:p00164:c04:split-1|34429409:p00112:c07:split-1
raw-c146,335,75,75,Scale mobile money for post-disaster person-to-person remittances,digital_for_resilience,0.2873,find wage jobs skilled influx salary employment graduates employed pool talent labor,34338772:p00098:c03:split-1|34196134:p00135:c04:split-1|33822742:p00146:c02:split-1|40052992:p00207:c14:split-1|33345981:p00329:c17:split-1
raw-c211,333,69,69,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4383,irreversible dust communicable noise heritage reversible occupational accidents involuntary influx habitats predictable,33985963:p00348:c05:split-1|40072597:p00208:c03:split-1|32527137:p00277:c03:split-1|33345981:p00318:c01:split-1|33815663:p00392:c09:split-1
raw-c212,333,71,71,Develop interoperability standards across humanitarian and government digital response systems,resilience_of_asset,0.5843,br g2g gov govnet interoperability securely enterprise provincial common federal departments architecture,33191006:p00202:c04:split-1|31866361:p00182:c01:split-1|40072597:p00107:c13:split-1|34397339:p00156:c11:split-1|40045816:p00412:c26:split-1
raw-c098,330,81,81,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.5943,p116273 p111432 p094103 warcip rcip west southern missing landing optic backbone award,31866361:p00206:c02:split-1|34196069:p00147:c02:split-1|33862093:p00240:c04:split-1|34394311:p00135:c01:split-1|34394311:p00339:c01:split-1
raw-c112,330,79,79,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4843,ppsd pp prepared plan procurement strategy draft borrower approaches updated pom methods,34327188:p00227:c18:split-1|34428613:p00246:c08:split-1|34131348:p00329:c03:split-1|33706639:p00394:c01:split-1|34327188:p00279:c05:split-1
raw-c194,330,67,67,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.7346,warning uninterrupted aftermath resilient alerts preparedness resilience adaptation driver disaster climate hotspots,33118666:p00263:c16:split-1|34388773:p00275:c06:split-1|33867703:p00026:c03:split-1|33844146:p00189:c02:split-1|34394311:p00192:c13:split-1
raw-c305,329,69,69,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.4994,discrimination girls women equality female gender equal norms voice men roles ability,40080119:p00095:c18:split-1|34196134:p00116:c05:split-1|32321387:p00430:c02:split-1|33937854:p00518:c07:split-1|34338772:p00200:c02:split-1
raw-c173,328,74,74,Provide emergency connectivity to displaced populations in humanitarian settings,digital_for_resilience,0.5336,nrens nren tvets ethernet institutes agence university vocational tvet cirt academy universities,40052992:p00160:c04:split-1|34194833:p00217:c02:split-1|40082999:p00057:c06:split-1|32971756:p00534:c01:split-1|32971756:p00262:c02:split-1
